"mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat","parameter"
-11.7556416073078,0.00521741324343233,0.510030010732177,-12.8131759495132,-12.0830043109729,-11.7410011102482,-11.4044639414884,-10.8081033204873,9556.10669337179,0.999755461966518,"alpha_st[1,1]"
-11.9665733460232,0.00490134544401746,0.456219983029091,-12.9069982164824,-12.2658740020534,-11.9562808507593,-11.6488990879493,-11.1129965100419,8663.99081500065,0.99978382639027,"alpha_st[1,2]"
-12.0874011162891,0.00476435280245513,0.435001412895055,-12.9801594931765,-12.3720931479572,-12.0737005024173,-11.7972812478021,-11.2770314114023,8336.30330986806,1.00029593726344,"alpha_st[1,3]"
-12.1373350695565,0.00472459797560946,0.428904344387694,-13.0222001413467,-12.415057509575,-12.1283808379396,-11.8439611587929,-11.3325924982815,8241.21361657705,1.00075728277222,"alpha_st[1,4]"
-12.143650369636,0.00459322499545224,0.42243016656963,-13.0013208383029,-12.426351117973,-12.1289105404374,-11.8587720850647,-11.3407496268926,8458.1310518131,1.00001365610606,"alpha_st[1,5]"
-11.9103925751083,0.00412308213491139,0.39473754715201,-12.7115694440151,-12.1729157972121,-11.9019175445682,-11.6436135666992,-11.1605802573034,9165.85333163539,1.00025063884129,"alpha_st[1,6]"
-11.3924842291148,0.00342624813663143,0.352704860418956,-12.1068654381837,-11.6292063217153,-11.3834932010317,-11.1483352958439,-10.7204561727305,10597.0568505025,1.00042858478846,"alpha_st[1,7]"
-11.0021896955944,0.0029350831105312,0.321175216037937,-11.6550234050886,-11.2163117194232,-10.9953902206016,-10.7846524521343,-10.3989486575192,11974.1099912246,0.99999320887882,"alpha_st[1,8]"
-10.7572575124179,0.00273637624508598,0.298535666937763,-11.3509734886605,-10.9540753828619,-10.7533974916587,-10.5611488712887,-10.1792880462564,11902.5722627822,0.999768223505654,"alpha_st[1,9]"
-10.7965457223588,0.00273901661180134,0.303387326370331,-11.4014818809496,-11.0015081945947,-10.7936437433909,-10.5888092582912,-10.2194043366585,12268.897467244,1.0000452722024,"alpha_st[1,10]"
-10.5450753277964,0.00270779801107966,0.280235168603177,-11.1032799624248,-10.730973547644,-10.5440678409772,-10.3542191575179,-10.0013179793308,10710.5739481066,0.999814197878341,"alpha_st[1,11]"
-11.3836775443676,0.00333895644715998,0.342523962944845,-12.0671947732661,-11.619731916649,-11.3773437741116,-11.147175746225,-10.7243207354002,10523.5050001163,1.00005044114752,"alpha_st[1,12]"
-11.8247661100902,0.00384040816629912,0.378255105944101,-12.5758899835608,-12.0745325601919,-11.8198930720641,-11.5639791703775,-11.1098284436206,9700.96257748602,0.999761026298425,"alpha_st[1,13]"
-12.036926776462,0.00416759737267007,0.410878769136649,-12.8726360875832,-12.3115929547605,-12.0248153437168,-11.7495776632756,-11.2698772468479,9719.76782144595,1.00022189224372,"alpha_st[1,14]"
