"state","year","disease","mean_rate","lower_95","upper_95","lower_80","upper_80","is_forecast","region","disease_label","state_f","layer","obs_rate"
"PA",2010,"glaucoma",2.53736873556277,1.42619637727866,4.02276947952484,1.70387176551734,3.4685716212449,FALSE,"North","Glaucoma","PA","model",NA
"PA",2011,"glaucoma",3.57860348610693,2.19023926168416,5.39617264528106,2.57347659789859,4.58682316532448,FALSE,"North","Glaucoma","PA","model",NA
"PA",2012,"glaucoma",6.97714350291919,5.01610853870513,9.38525830150726,5.52307143996604,8.57394941242307,FALSE,"North","Glaucoma","PA","model",NA
"PA",2013,"glaucoma",2.22372496919703,1.23379558438918,3.36912732188141,1.55163775120412,2.94672626066273,FALSE,"North","Glaucoma","PA","model",NA
"PA",2014,"glaucoma",1.31111678031252,0.644669081184037,2.02946713392665,0.863293391894374,1.82500723902119,FALSE,"North","Glaucoma","PA","model",NA
"PA",2015,"glaucoma",1.60391322200583,0.860119698725899,2.56790248605062,1.05476623695678,2.19005702997094,FALSE,"North","Glaucoma","PA","model",NA
"PA",2016,"glaucoma",3.83689792198817,2.5158713559512,5.60262649270187,2.91149938480039,4.96181893357491,FALSE,"North","Glaucoma","PA","model",NA
"PA",2017,"glaucoma",3.91861665858218,2.62348271123969,5.65788192501752,2.8938748006432,4.94723723042734,FALSE,"North","Glaucoma","PA","model",NA
"PA",2018,"glaucoma",3.77499249130949,2.48320984584466,5.38194481383499,2.89136729434576,4.79303222114901,FALSE,"North","Glaucoma","PA","model",NA
"PA",2019,"glaucoma",11.3620082903923,8.46258766250022,14.6901086717996,9.33026806098187,13.465020594046,FALSE,"North","Glaucoma","PA","model",NA
"PA",2020,"glaucoma",29.1157275126361,22.8376383495166,36.1616963138295,24.8221035455057,33.7286911518339,FALSE,"North","Glaucoma","PA","model",NA
"PA",2021,"glaucoma",31.8734918314259,25.7797469820593,38.934904683518,27.6769251523777,36.6271524875368,FALSE,"North","Glaucoma","PA","model",NA
