"state","year","disease","median_rate","lower_95","upper_95","lower_80","upper_80","is_forecast","region","disease_label","state_f","layer","obs_rate"
"RN",2010,"retina",141.502778079898,117.86505398367,170.106756607102,125.461693971807,160.019943139959,FALSE,"Northeast","Retinopathy","RN","model",NA
"RN",2011,"retina",144.523217418556,121.73239068852,170.516408850888,129.481987885028,161.717705423656,FALSE,"Northeast","Retinopathy","RN","model",NA
"RN",2012,"retina",107.103291414328,90.7075288378637,126.861029116886,95.5780125764326,120.958631971769,FALSE,"Northeast","Retinopathy","RN","model",NA
"RN",2013,"retina",125.018717776778,104.722304494876,147.998460355039,109.600190106989,141.368480010731,FALSE,"Northeast","Retinopathy","RN","model",NA
"RN",2014,"retina",148.770319891042,124.27474383176,181.5429310253,131.606389050625,165.922882213101,FALSE,"Northeast","Retinopathy","RN","model",NA
"RN",2015,"retina",69.6715754177701,57.2311618590558,88.3649737488134,61.0117299091189,80.6336316514025,FALSE,"Northeast","Retinopathy","RN","model",NA
"RN",2016,"retina",103.697152187047,85.3960131806062,122.983984890906,90.8609003129308,117.542946502419,FALSE,"Northeast","Retinopathy","RN","model",NA
"RN",2017,"retina",107.544940638275,91.1823360290647,130.817843861318,95.9173025405614,121.808650493895,FALSE,"Northeast","Retinopathy","RN","model",NA
"RN",2018,"retina",117.132800968936,99.3676124130176,138.367930800019,103.655551385424,130.867454691295,FALSE,"Northeast","Retinopathy","RN","model",NA
"RN",2019,"retina",110.037637413114,91.9487788377034,132.952576182783,97.5006319290531,123.57592087315,FALSE,"Northeast","Retinopathy","RN","model",NA
"RN",2020,"retina",104.797713957728,87.4252832449085,125.864589852295,92.2941280143654,118.215976785827,FALSE,"Northeast","Retinopathy","RN","model",NA
"RN",2021,"retina",171.697952230697,145.981883678843,207.023670585303,154.010693495687,192.40890468814,FALSE,"Northeast","Retinopathy","RN","model",NA
"RN",2022,"retina",210.886690630713,178.819918113247,249.979960044389,188.999005863265,235.784607965453,FALSE,"Northeast","Retinopathy","RN","model",NA
"RN",2023,"retina",303.312291043595,260.303106957114,359.056528498657,273.606983071933,337.212661786291,FALSE,"Northeast","Retinopathy","RN","model",NA
"RN",2024,"retina",291.477514552499,249.206295953535,336.472979162668,262.245281184365,321.889137158522,FALSE,"Northeast","Retinopathy","RN","model",NA
"RN",2025,"retina",265.53651438309,98.7271957358905,668.378322960612,140.939331805439,511.587104712412,TRUE,"Northeast","Retinopathy","RN","model",NA
"RN",2026,"retina",273.366550795121,75.5024847026077,1044.42605997717,113.774068464624,667.888148780183,TRUE,"Northeast","Retinopathy","RN","model",NA
"RN",2027,"retina",277.73040529678,64.60094400817,1455.13248538087,100.645607472806,824.277788760277,TRUE,"Northeast","Retinopathy","RN","model",NA
"RN",2028,"retina",267.344057104525,46.4308017926166,1767.67633890709,91.738591906481,860.096569332692,TRUE,"Northeast","Retinopathy","RN","model",NA
"RN",2029,"retina",256.226766221656,37.2610541408586,2129.38449374023,78.57550118832,1088.28489152923,TRUE,"Northeast","Retinopathy","RN","model",NA
"RN",2030,"retina",282.989880239374,32.8849783204459,2743.5263365001,68.9815479972822,1213.13372381579,TRUE,"Northeast","Retinopathy","RN","model",NA
"RN",2031,"retina",268.357976485703,25.5276374773073,3395.3276411997,51.4031817580316,1501.93805112046,TRUE,"Northeast","Retinopathy","RN","model",NA
"RN",2032,"retina",287.150993403705,22.1083937449817,4688.6353153084,41.9686309899583,1696.10149280043,TRUE,"Northeast","Retinopathy","RN","model",NA
"RN",2033,"retina",267.689484673679,18.0681919152604,5217.33081770992,44.7642824992344,1857.42570142839,TRUE,"Northeast","Retinopathy","RN","model",NA
"RN",2034,"retina",296.429586671734,14.3283186068995,4760.39189902606,38.6049305420753,2286.28877396673,TRUE,"Northeast","Retinopathy","RN","model",NA
"RN",2035,"retina",313.117618021442,10.3443395781985,6275.25701057294,40.3948406951305,2407.77699541226,TRUE,"Northeast","Retinopathy","RN","model",NA
"RN",2036,"retina",306.731908901226,10.886698342666,8898.90317194839,36.5747803506297,2601.75974918784,TRUE,"Northeast","Retinopathy","RN","model",NA
"RN",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"observed",141.060147478858
"RN",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"observed",151.66335743714
"RN",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"observed",105.987039559094
"RN",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"observed",123.228148881035
"RN",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"observed",149.944954418049
"RN",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"observed",64.5991771787472
"RN",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"observed",101.137393668207
"RN",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"observed",104.816832585058
"RN",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"observed",118.621535944371
"RN",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"observed",107.486062036768
"RN",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"observed",101.523043946391
"RN",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"observed",182.229638281989
"RN",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"observed",214.227980258602
"RN",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"observed",314.884986924267
"RN",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"observed",303.255190184326
