"mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat","parameter"
-11.3371014508106,0.00128862206332391,0.163081104947998,-11.6647636469975,-11.4475851777441,-11.3359379622511,-11.2253208428417,-11.0183122114528,16016.0776181329,0.999741263266984,"alpha[1]"
-10.9471057432792,0.000744543550571608,0.095410824521773,-11.1353503529753,-11.0111125709451,-10.947851089005,-10.8825708965233,-10.7601802565733,16421.5855020801,0.99969360118433,"alpha[2]"
-13.52217976789,0.0017908801577884,0.225979824143197,-13.9803793267387,-13.6682694188981,-13.519533405596,-13.3698260095994,-13.0905985421439,15922.3176309798,0.999843733863201,"alpha[3]"
-11.2402090611058,0.00622012658442663,0.696457159573394,-12.6552340555324,-11.6940888606833,-11.2409330692334,-10.7717242206478,-9.91527178151322,12536.9059698929,0.999843059681891,"alpha[4]"
-9.28396776709817,0.000669382144023926,0.0819705379683515,-9.44083130242445,-9.34010749879036,-9.28488293840678,-9.22979292367808,-9.11766235143754,14995.7200532418,0.999824562354361,"alpha[5]"
-10.5265270167406,0.000654927093209641,0.0829601586207628,-10.6869921907808,-10.5830331713352,-10.52674992589,-10.4718160076471,-10.361014243988,16045.499224882,0.999718927461806,"alpha[6]"
-10.1455550584293,0.000672356109657771,0.0869910567035845,-10.3133979261402,-10.2032908779375,-10.1479226115654,-10.086623140971,-9.97360982939527,16739.8091172834,0.99972867488793,"alpha[7]"
-12.5376052827293,0.00105237873514879,0.128800469743446,-12.7919778181453,-12.6236325359344,-12.5354891655388,-12.4494545391451,-12.2909147597153,14979.2740352175,0.999729862510746,"alpha[8]"
-9.25071605896375,0.000674565668478176,0.0830640477543396,-9.41208155515725,-9.307549509786,-9.25230440467346,-9.19528812844152,-9.08607956364071,15162.7408614544,0.999795828211988,"alpha[9]"
-12.4334909417715,0.000880137225440304,0.114925516164289,-12.6583543964319,-12.5123236085078,-12.4336259363067,-12.355442822947,-12.2113919809475,17050.3047648999,0.999684116927244,"alpha[10]"
-9.97480183654118,0.000636847862179282,0.0795637253461038,-10.1284368475808,-10.0287203838039,-9.97631042706164,-9.92195344017992,-9.81644677390056,15608.4158937275,0.999747622816189,"alpha[11]"
-10.1359792223527,0.000689339413139431,0.0902975770505719,-10.3076709912239,-10.1980251807759,-10.1361032793883,-10.076212085296,-9.95661921152232,17158.7629303753,0.999693993808806,"alpha[12]"
-12.2846361190272,0.00107312248577096,0.13114712252536,-12.5445310397581,-12.3711562068194,-12.2840007162543,-12.1963892856242,-12.0285818510122,14935.4716742127,0.999692277791306,"alpha[13]"
-10.5890280177271,0.000679337461325693,0.0838088953937475,-10.7509962516403,-10.6467753566526,-10.5901556920139,-10.5318108696543,-10.4216215748929,15219.8056047562,1.00019280773744,"alpha[14]"
-12.6129189363636,0.000981406116044378,0.129100094590776,-12.8650348818362,-12.6992256395207,-12.6117720731679,-12.5253895103689,-12.3641294367295,17304.3623535917,0.999705581055746,"alpha[15]"
-10.1342576937798,0.000650474055057367,0.0818054156902221,-10.2933896916642,-10.1912678058829,-10.1360019930161,-10.0784811436154,-9.97097509032696,15816.2730470837,0.999716027976781,"alpha[16]"
-9.57512475468384,0.000673788130627558,0.0843755669494349,-9.7358068409585,-9.63282357432569,-9.57673016172182,-9.51919254486695,-9.40898007030978,15681.467257394,0.999765931813651,"alpha[17]"
-9.46844357339051,0.000665353465412292,0.0815123299884667,-9.62393356154154,-9.52307360429034,-9.46953078664683,-9.41491888437465,-9.30889114926306,15008.654782823,0.999800458325579,"alpha[18]"
-10.2511690461144,0.000610963897336367,0.082095897672836,-10.408374074249,-10.3070993513482,-10.2531291523836,-10.1960992985075,-10.0869716651651,18055.5954743911,1.00002288265917,"alpha[19]"
-13.2439497025313,0.00168479248498453,0.205676575705956,-13.6458416011972,-13.3847753786475,-13.237563706669,-13.1073311206101,-12.8570919575749,14903.1074595923,0.999801696010646,"alpha[20]"
-11.7256837586878,0.00138202356477468,0.166946923819016,-12.0623080370894,-11.8369210497257,-11.7254318272008,-11.6146704114844,-11.4030358405664,14592.3737902157,0.999798850364019,"alpha[21]"
-12.0759770548849,0.00463872958888131,0.488563876606169,-13.0943982229132,-12.3867247247942,-12.0493190973419,-11.7313352549216,-11.1990872421337,11092.887107648,0.999849247777253,"alpha[22]"
-11.2435462354987,0.00068039933933148,0.0834866335418358,-11.4064916293493,-11.2992710914792,-11.2445685395571,-11.1873761578829,-11.0789743049315,15055.8795599579,0.999941354073153,"alpha[23]"
-9.78831392461813,0.000683985121000248,0.0831062556604031,-9.94563633344792,-9.84320318356805,-9.78989509529134,-9.73265764481219,-9.62096760053756,14762.9830959634,0.999754621146322,"alpha[24]"
-13.1058058931049,0.00187389734147266,0.231892810581436,-13.5728550196071,-13.2612992928073,-13.0988351801318,-12.9464055257446,-12.6651664091702,15313.8002707026,0.999715568248239,"alpha[25]"
-9.80787976249051,0.000655697160832348,0.0823327672062632,-9.96480109442739,-9.86425800039573,-9.8096046596039,-9.75291144649064,-9.64337171486782,15766.6279026162,0.99981363449393,"alpha[26]"
-12.1855680451956,0.00145572738132419,0.181489572458721,-12.5536889673749,-12.3048974055179,-12.1811767240287,-12.0612367144991,-11.8420477448887,15543.300857983,0.999810624109614,"alpha[27]"
0.554710774403358,0.000674397205005264,0.0830374704272128,0.389749766362722,0.499106030798091,0.554919949572743,0.610439427411798,0.717717332001762,15160.6107776353,0.999839275412897,"beta[1]"
0.633333883331712,0.000454995921722648,0.0587161853212667,0.519557454678503,0.593873408620147,0.632927598167065,0.67187703675029,0.749068493665487,16653.3134776995,0.99973815316737,"beta[2]"
0.518104557101887,0.00107471488822057,0.132096856876214,0.257534863287583,0.43039815888218,0.518386125942154,0.607037322125054,0.779171706852288,15107.7029696087,0.999678735652357,"beta[3]"
-0.643993109219655,0.0063684036401622,0.635565260697758,-2.08903205344802,-1.01934276729851,-0.588642613657649,-0.207265823140252,0.429443798027229,9959.99541288714,1.00024288078911,"beta[4]"
0.740385041750334,0.000389795288006838,0.0487056334515674,0.644077434489596,0.7075234882045,0.740935869905251,0.773791356800226,0.83531869037332,15612.9591085418,0.999688459494833,"beta[5]"
0.596333137373138,0.000370468252918744,0.0460015619825341,0.506415759712444,0.565546755535342,0.59619627698523,0.628325204659831,0.685491606358716,15418.536820666,1.0000389381122,"beta[6]"
0.546974116786451,0.000385083891286229,0.048076573809272,0.453560236632029,0.514074850393667,0.546370224896302,0.580111964305807,0.642269452796618,15586.7768027113,0.999601001900133,"beta[7]"
0.454861097324801,0.000539640391998795,0.0695008037022675,0.317846412744039,0.409124033789739,0.454573247369495,0.500508011613205,0.593710028202687,16587.1111686387,0.999652575801035,"beta[8]"
0.71287234119731,0.000371206332305429,0.0472096172071855,0.619681824874699,0.680640276203379,0.712505777455127,0.744382074742383,0.805572327348077,16174.4754773393,0.999630567793072,"beta[9]"
0.422013065992053,0.000476125057033162,0.0581302164344462,0.310562247478271,0.381895011534158,0.422753184585049,0.460977362748649,0.537031070102337,14906.0236011615,0.999859853036553,"beta[10]"
0.739994168330308,0.00038249127103071,0.0466974333784056,0.648566933643601,0.708726930406647,0.739620958552003,0.772096540212005,0.831206550736906,14905.3770160691,0.999662967680425,"beta[11]"
0.651175106403925,0.000401294662069682,0.0509395742664049,0.551990321939699,0.617229148725746,0.651102462527108,0.685798773881372,0.750413749537699,16113.2763748981,0.999694393402745,"beta[12]"
0.394256939496918,0.000553479910848097,0.0703465603004978,0.256057232788271,0.346063042178067,0.39456159598158,0.441504356385292,0.533507173154955,16154.0718055375,0.999753709879061,"beta[13]"
0.702564469751301,0.000388254704497757,0.050549839347405,0.605469947895532,0.667530361572677,0.702621770638868,0.73735390104254,0.801237895000447,16951.4208358117,0.999636836628059,"beta[14]"
0.409056188459126,0.000503532566940683,0.0677159217383577,0.276565700843984,0.363259799150581,0.408289201461523,0.454265337685471,0.541183819409687,18085.3309096808,0.999744528775313,"beta[15]"
0.579414849806085,0.000370161782392746,0.0471843974862974,0.485927856890673,0.547926894730262,0.579384923436994,0.611044399381362,0.673172554253476,16248.5148677097,0.999843539313425,"beta[16]"
0.576231363143078,0.000390422281515314,0.0485379294969033,0.481843359598054,0.543880220614481,0.575971290667245,0.608107394129552,0.671386658202908,15455.8645465333,0.999653810277779,"beta[17]"
0.635130396759434,0.00034361534933329,0.0451210892377138,0.54696686111237,0.60425893546925,0.635114157682137,0.665955509067759,0.722969462540883,17243.0480761622,0.999638369506134,"beta[18]"
0.794549485138442,0.000392624817434248,0.0493005126795206,0.698631857496906,0.761627801722291,0.794283411971425,0.827366722675797,0.890696585698439,15766.9385928821,0.999635572970981,"beta[19]"
0.460593353511004,0.00122240034115512,0.146519593165131,0.173647674056475,0.361839348498575,0.460705437954863,0.559030944252096,0.75393829935706,14366.9467914613,0.999966002413397,"beta[20]"
0.491484168230733,0.000775820504523713,0.0930988073690486,0.312150247932262,0.428256966314512,0.491732222668072,0.553912795649186,0.674255192228302,14400.1072908531,0.999689607115638,"beta[21]"
0.900262036626445,0.00350784232918922,0.35256410114366,0.238077137748817,0.659459523383159,0.8914238298662,1.12935283309605,1.6284279244206,10101.7368259535,0.99983960571875,"beta[22]"
0.459164658306609,0.000356311443819923,0.0449875829792268,0.37098453133847,0.428900316255759,0.459239982172065,0.489068269642855,0.548823989632094,15941.3750474422,0.999734676513682,"beta[23]"
0.449765445911184,0.000378252280629159,0.0480118187666213,0.354850795006043,0.417490934084784,0.450190876966404,0.481866714859367,0.54470880123691,16111.3972399001,0.9998248239227,"beta[24]"
0.651412908176707,0.00123783995320085,0.149907084131806,0.368159814908529,0.549129562726082,0.647617258069048,0.74916414761028,0.954184978302203,14666.1229404379,0.999728494297594,"beta[25]"
0.641813403169872,0.000360182261671991,0.0451459453445098,0.553173972227582,0.611638938163041,0.641890516121738,0.672444789385646,0.730238142475389,15710.6032543644,0.999784757401891,"beta[26]"
0.54215812222451,0.000710650251288743,0.0922644316869988,0.359003801348745,0.479584841358713,0.541917928252132,0.604346225311672,0.72527284603975,16856.088163434,0.999678289031897,"beta[27]"
1.59979719562113,0.000515420367854475,0.0624611934485313,1.47749877796052,1.55729452623709,1.59884111961878,1.64086010304735,1.72576523869164,14685.7930192826,0.999808102983172,"phi"
20.5,NA,0,20.5,20.5,20.5,20.5,20.5,NA,NA,"max_safe_log_lambda"
-0.397388236917653,0.00100997371632024,0.103099159748981,-0.62884180699455,-0.462106528907851,-0.38775354981473,-0.32223558107708,-0.226599404609714,10420.5371940726,0.999942478747593,"log_lik[1]"
-0.231997738942517,0.000562881558598734,0.0700742927379146,-0.390933739319026,-0.274047335727371,-0.223497169136504,-0.181858706144177,-0.119832704931359,15498.2765293422,0.99964315222927,"log_lik[2]"
-1.75619301813713,0.00152637925326646,0.197832443353115,-2.16323195556248,-1.88706293114192,-1.74909046301046,-1.61282761149069,-1.39520449791216,16798.4851907118,0.999645372498193,"log_lik[3]"
-0.196877941998932,0.000513004413576342,0.0626172919817399,-0.335155441065213,-0.234574284049885,-0.188563226835477,-0.151478173011458,-0.0973562701910073,14898.6308757077,0.999718286866575,"log_lik[4]"
-0.877586532806882,0.00122224250896447,0.145027168339819,-1.18057837361469,-0.971934509385924,-0.868175952003413,-0.773852186121257,-0.613454926317518,14079.394131097,0.999876696651573,"log_lik[5]"
-2.36063230279506,0.000636946709308906,0.0614535312395605,-2.51506122217499,-2.38951221365526,-2.34617794480226,-2.31664568517652,-2.2836834083373,9308.6669079177,0.999966327318487,"log_lik[6]"
-2.13985996934306,0.00114511766030195,0.128888813286978,-2.42202361005288,-2.21941240300224,-2.12830258499102,-2.04844089309938,-1.92247617876813,12668.6467065667,1.00001597537619,"log_lik[7]"
-0.477600697330364,0.000824763581792175,0.105176081297566,-0.706836967594042,-0.543393380724248,-0.470386871651961,-0.402978637170088,-0.297201397537286,16262.039783972,0.99962491780273,"log_lik[8]"
-2.94348215475133,0.00186017152975841,0.23734552493718,-3.42727215525647,-3.09933851918549,-2.9392306297275,-2.78175998426758,-2.49560010356377,16280.0640453296,0.999794571837878,"log_lik[9]"
-0.841869714628852,0.00112460931615419,0.140446717663208,-1.13732356347137,-0.93202191342172,-0.833408736670784,-0.741683974311261,-0.591586940937865,15596.2372877221,0.999665045827582,"log_lik[10]"
-0.0903263141490361,0.000396421055657713,0.04462123680891,-0.196448297901582,-0.113776714194449,-0.0821514411616919,-0.0578057591914953,-0.0274896311022351,12669.8006115515,0.99969720451026,"log_lik[11]"
-3.63904660606726,0.000562042425282852,0.0384518184868149,-3.73814438779675,-3.65449422760407,-3.63203924149204,-3.61409720727785,-3.58532143086358,4680.53577210811,1.00044758862575,"log_lik[12]"
-3.15547997035137,0.000579302398392188,0.0496896957808987,-3.28431953159726,-3.17716984520947,-3.14407818101035,-3.12204610058703,-3.0892903724244,7357.36026670955,0.999880720684962,"log_lik[13]"
