"","looic","looic_se","waic","waic_se","log_ml","log_ml_se","max_rhat","min_n_eff"
"nb0",37887.436065483,204.143886613385,37887.4349210441,204.14389989091,-18948.6753784678,1.75447858957927e-07,1.00164695668476,6204.87012017705
"nb1",33827.0135873726,205.173676224375,33826.9238057838,205.169035797078,-17120.8640433212,2.09672414562877e-05,1.0015520571049,6234.71584695735
"nb2",33661.4245717946,206.1948223322,33661.1731414812,206.187766189239,-17073.3612440245,8.23092809379453e-05,1.00155468352446,3377.40106863414
"nb3",33827.9763838506,205.302412890707,33827.8275610034,205.295432691225,-17111.8240424763,0.000624017219785393,1.00367748123513,612.648079356031
"nb4",33652.7432140299,206.186335121503,33652.2229354069,206.175910061425,-16725.9811328963,0.273820631122398,1.10082432124297,33.3190921719111
"nb5",32482.917686336,207.185260334809,32474.9451452685,207.008188734679,-16237.498550512,0.0929465713740371,1.00262592389439,2663.8249378507
"nb6",32209.7089971194,207.439094538865,32200.5348889995,207.264506497276,-16153.9591396784,0.211518020032303,1.00244779970946,2538.18681081053
"nb7",32480.8295016701,207.143490646382,32473.0967485108,206.972217563689,-16232.5137352086,0.331011142351531,1.00978579221372,353.028209020773
"nb8",32040.2321125755,210.679601073734,32026.5311559717,210.486692211651,-15743.8228785958,0.540083213366738,1.00641232662886,756.890528672333
