age,year,state,population,glaucoma,retina,eye
90,2018,BA,286103,65,116,1032
90,2018,MG,488381,39,102,1261
90,2018,ES,81166,0,15,96
90,2018,RJ,427754,50,116,1084
90,2018,SP,988167,128,301,4276
90,2018,PR,226556,70,221,467
90,2018,SC,131813,4,21,65
90,2018,RS,299633,17,107,590
90,2018,MS,46280,1,9,288
90,2018,MT,40733,0,0,50
90,2018,GO,101114,44,87,230
90,2018,DF,37086,2,31,142
90,2019,RO,17513,-1,1,58
90,2019,AC,8824,0,0,7
90,2019,AM,37218,0,15,43
90,2019,RR,3819,-1,-1,0
90,2019,PA,93552,4,15,89
90,2019,AP,6957,0,0,1
90,2019,TO,22988,0,0,9
90,2019,MA,110452,1,30,100
90,2019,PI,58358,5,7,33
90,2019,CE,185011,11,19,112
90,2019,RN,72470,-1,9,75
90,2019,PB,89692,0,9,23
90,2019,PE,178892,12,21,351
90,2019,AL,49652,4,17,62
90,2019,SE,33865,-1,14,16
90,2019,BA,296206,73,130,1087
90,2019,MG,510227,40,133,972
90,2019,ES,85033,0,29,110
90,2019,RJ,443902,50,116,1338
90,2019,SP,1033149,147,349,4458
90,2019,PR,238525,71,206,651
90,2019,SC,139591,9,28,77
90,2019,RS,312814,9,154,600
90,2019,MS,48641,13,20,333
90,2019,MT,43110,0,3,13
90,2019,GO,106363,36,87,237
90,2019,DF,39737,1,15,101
90,2020,RO,18226,-1,0,22
90,2020,AC,9216,1,1,1
90,2020,AM,38693,1,5,19
90,2020,RR,4017,-1,-1,1
90,2020,PA,97444,9,26,76
90,2020,AP,7344,0,0,1
90,2020,TO,23948,0,0,5
90,2020,MA,114179,1,13,133
90,2020,PI,59737,4,8,34
90,2020,CE,190511,5,7,79
90,2020,RN,74910,-1,10,23
90,2020,PB,92351,0,4,13
90,2020,PE,185706,6,16,103
90,2020,AL,51655,0,23,39
90,2020,SE,34999,-1,2,5
90,2020,BA,306328,54,94,463
90,2020,MG,531564,20,92,284
90,2020,ES,88858,0,11,52
90,2020,RJ,459457,29,69,477
90,2020,SP,1077444,67,209,2538
90,2020,PR,250630,33,128,318
90,2020,SC,147420,3,12,43
90,2020,RS,326058,9,74,298
90,2020,MS,51004,7,18,205
90,2020,MT,45505,1,1,8
90,2020,GO,111494,12,51,160
90,2020,DF,42355,2,15,39
90,2021,RO,18965,-1,0,3
90,2021,AC,9653,0,0,1
90,2021,AM,40291,0,3,14
90,2021,RR,4224,-1,-1,0
90,2021,PA,101634,7,32,70
90,2021,AP,7764,0,9,17
90,2021,TO,24912,0,0,2
90,2021,MA,117890,1,29,181
90,2021,PI,61080,1,1,44
90,2021,CE,195691,2,6,54
90,2021,RN,77268,-1,9,33
90,2021,PB,94869,0,6,16
90,2021,PE,192512,11,50,214
90,2021,AL,53778,0,16,32
90,2021,SE,36212,-1,12,23
90,2021,BA,316737,50,114,601
90,2021,MG,552923,72,166,471
90,2021,ES,92729,0,21,69
90,2021,RJ,474928,46,123,836
90,2021,SP,1122141,77,212,2297
90,2021,PR,263092,42,152,407
90,2021,SC,155459,12,31,76
90,2021,RS,339639,13,106,536
90,2021,MS,53411,7,13,221
90,2021,MT,47974,0,0,13
90,2021,GO,116642,42,93,258
90,2021,DF,44990,3,11,37
90,2022,RO,19752,-1,0,5
90,2022,AC,10147,0,0,0
90,2022,AM,42046,0,6,54
90,2022,RR,4451,-1,-1,1
90,2022,PA,106224,8,71,188
90,2022,AP,8228,0,4,13
90,2022,TO,25898,2,2,7
90,2022,MA,121659,0,18,81
90,2022,PI,62429,5,5,30
90,2022,CE,200625,9,14,67
90,2022,RN,79540,-1,16,43
90,2022,PB,97273,1,12,112
90,2022,PE,199399,24,77,374
90,2022,AL,56054,0,14,29
90,2022,SE,37526,-1,5,16
90,2022,BA,327576,70,134,771
90,2022,MG,574650,155,286,1057
90,2022,ES,96716,0,18,119
90,2022,RJ,490557,88,197,1306
90,2022,SP,1167790,136,351,4178
90,2022,PR,276059,49,223,705
90,2022,SC,163812,12,35,102
90,2022,RS,353707,12,130,719
90,2022,MS,55905,7,25,426
90,2022,MT,50565,0,0,12
90,2022,GO,121900,42,90,299
90,2022,DF,47672,2,15,39
90,2023,RO,20586,-1,1,16
90,2023,AC,10679,1,1,3
90,2023,AM,43926,0,4,52
90,2023,RR,4705,-1,-1,0
90,2023,PA,111090,27,97,181
90,2023,AP,8712,0,1,5
90,2023,TO,26926,0,0,8
90,2023,MA,125496,2,45,134
90,2023,PI,63841,5,7,45
90,2023,CE,205699,4,10,93
90,2023,RN,81930,-1,31,199
90,2023,PB,99736,0,9,87
90,2023,PE,206616,10,82,368
90,2023,AL,58478,0,24,39
90,2023,SE,38961,-1,20,27
90,2023,BA,338963,77,159,738
90,2023,MG,597173,210,353,1238
90,2023,ES,100878,0,14,119
90,2023,RJ,507080,84,246,1519
90,2023,SP,1215990,146,342,4420
90,2023,PR,289690,101,340,906
90,2023,SC,172684,15,58,139
90,2023,RS,368609,8,176,630
90,2023,MS,58487,14,34,613
90,2023,MT,53292,0,1,10
90,2023,GO,127330,46,95,303
90,2023,DF,50475,1,39,111
90,2024,RO,21474,-1,1,54
90,2024,AC,11233,0,0,5
90,2024,AM,45893,0,7,129
90,2024,RR,4993,-1,-1,3
90,2024,PA,116085,14,76,221
90,2024,AP,9184,0,0,2
90,2024,TO,28011,1,1,8
90,2024,MA,129413,0,29,88
90,2024,PI,65422,6,7,49
90,2024,CE,211495,13,31,140
90,2024,RN,84754,-1,26,161
90,2024,PB,102541,0,21,66
90,2024,PE,214589,9,96,419
90,2024,AL,61058,0,16,50
90,2024,SE,40538,-1,27,32
90,2024,BA,351104,103,222,888
90,2024,MG,621166,208,347,1630
90,2024,ES,105307,0,15,162
90,2024,RJ,525569,71,260,2065
90,2024,SP,1269107,215,461,6482
90,2024,PR,304240,74,327,920
90,2024,SC,182391,11,114,221
90,2024,RS,384857,12,255,678
90,2024,MS,61192,4,23,445
90,2024,MT,56171,0,3,25
90,2024,GO,133055,28,66,261
90,2024,DF,53531,9,43,154
90,2025,RO,22425,-1,3,15
90,2025,AC,11799,0,0,0
90,2025,AM,47929,0,5,23
90,2025,RR,5321,-1,-1,1
90,2025,PA,121126,0,49,67
90,2025,AP,9638,0,2,5
90,2025,TO,29164,0,0,5
90,2025,MA,133426,0,16,31
90,2025,PI,67232,1,2,22
90,2025,CE,218315,2,2,25
90,2025,RN,88152,-1,12,36
90,2025,PB,105824,0,7,14
90,2025,PE,223495,3,48,129
90,2025,AL,63794,0,2,8
90,2025,SE,42279,-1,6,7
90,2025,BA,364068,51,104,285
90,2025,MG,647027,96,166,703
90,2025,ES,110076,0,9,68
90,2025,RJ,546611,33,139,878
90,2025,SP,1328446,97,239,2315
90,2025,PR,319837,34,136,356
90,2025,SC,193106,5,68,112
90,2025,RS,402710,7,127,258
90,2025,MS,64027,4,12,206
90,2025,MT,59222,0,0,11
90,2025,GO,139137,16,25,106
90,2025,DF,56909,2,15,48
