"state","year","age","population"
"MA",2054,55,996971
"MA",2054,65,811010
"MA",2054,75,539254
"MA",2054,90,85110
"MA",2055,25,909400
"MA",2055,35,915280
"MA",2055,45,1030452
"MA",2055,55,1002305
"MA",2055,65,819431
"MA",2055,75,559673
"MA",2055,90,88389
"MA",2056,25,898581
"MA",2056,35,908577
"MA",2056,45,1020054
"MA",2056,55,1001010
"MA",2056,65,825243
"MA",2056,75,580650
"MA",2056,90,91773
"MA",2057,25,887389
"MA",2057,35,905378
"MA",2057,45,1010186
"MA",2057,55,995430
"MA",2057,65,828834
"MA",2057,75,601905
"MA",2057,90,95303
"MA",2058,25,875859
"MA",2058,35,905314
"MA",2058,45,988348
"MA",2058,55,997744
"MA",2058,65,831110
"MA",2058,75,623257
"MA",2058,90,98892
"MA",2059,25,864036
"MA",2059,35,902664
"MA",2059,45,965854
"MA",2059,55,1001207
"MA",2059,65,833483
"MA",2059,75,644485
"MA",2059,90,102428
"MA",2060,25,852060
"MA",2060,35,897280
"MA",2060,45,945536
"MA",2060,55,1002461
"MA",2060,65,836781
"MA",2060,75,665386
"MA",2060,90,105865
"MG",2010,25,3345238
"MG",2010,35,2828167
"MG",2010,45,2461252
"MG",2010,55,1658753
"MG",2010,65,980168
"MG",2010,75,585731
"MG",2010,90,50974
"MG",2011,25,3379087
"MG",2011,35,2855747
"MG",2011,45,2508814
"MG",2011,55,1725542
"MG",2011,65,1011065
"MG",2011,75,611390
"MG",2011,90,53403
"MG",2012,25,3404256
"MG",2012,35,2889344
"MG",2012,45,2551625
"MG",2012,55,1793451
"MG",2012,65,1044107
"MG",2012,75,637224
"MG",2012,90,57327
"MG",2013,25,3421624
"MG",2013,35,2928725
"MG",2013,45,2589246
"MG",2013,55,1861803
"MG",2013,65,1080105
"MG",2013,75,663072
"MG",2013,90,62118
"MG",2014,25,3433119
"MG",2014,35,2973014
"MG",2014,45,2621087
"MG",2014,55,1929792
"MG",2014,65,1120071
"MG",2014,75,688417
"MG",2014,90,67308
"MG",2015,25,3440045
"MG",2015,35,3021272
"MG",2015,45,2647199
"MG",2015,55,1996717
"MG",2015,65,1164495
"MG",2015,75,713114
"MG",2015,90,72558
"MG",2016,25,3442153
"MG",2016,35,3073237
"MG",2016,45,2667897
"MG",2016,55,2062238
"MG",2016,65,1212923
"MG",2016,75,737703
"MG",2016,90,77976
"MG",2017,25,3439194
"MG",2017,35,3128939
"MG",2017,45,2682910
"MG",2017,55,2126123
"MG",2017,65,1265011
"MG",2017,75,762493
"MG",2017,90,83682
"MG",2018,25,3432758
"MG",2018,35,3184878
"MG",2018,45,2695856
"MG",2018,55,2187276
"MG",2018,65,1320255
"MG",2018,75,788178
"MG",2018,90,89515
"MG",2019,25,3425237
"MG",2019,35,3235955
"MG",2019,45,2712070
"MG",2019,55,2244292
"MG",2019,65,1377899
"MG",2019,75,815723
"MG",2019,90,95351
"MG",2020,25,3417957
"MG",2020,35,3278830
"MG",2020,45,2734987
"MG",2020,55,2296285
"MG",2020,65,1437353
"MG",2020,75,845732
"MG",2020,90,101093
"MG",2021,25,3410870
"MG",2021,35,3313647
"MG",2021,45,2763947
"MG",2021,55,2343493
"MG",2021,65,1498293
"MG",2021,75,878197
"MG",2021,90,106919
"MG",2022,25,3404658
"MG",2022,35,3339902
"MG",2022,45,2798728
"MG",2022,55,2386270
"MG",2022,65,1560310
"MG",2022,75,913221
"MG",2022,90,112983
"MG",2023,25,3396556
"MG",2023,35,3358473
"MG",2023,45,2839060
"MG",2023,55,2424185
"MG",2023,65,1622781
"MG",2023,75,950825
"MG",2023,90,119274
"MG",2024,25,3382183
"MG",2024,35,3371221
"MG",2024,45,2884073
"MG",2024,55,2456629
"MG",2024,65,1684987
"MG",2024,75,990973
"MG",2024,90,125822
"MG",2025,25,3358804
"MG",2025,35,3379430
"MG",2025,45,2932825
"MG",2025,55,2483655
"MG",2025,65,1746262
"MG",2025,75,1033654
"MG",2025,90,132600
"MG",2026,25,3328573
"MG",2026,35,3382852
"MG",2026,45,2985065
"MG",2026,55,2505536
"MG",2026,65,1806343
"MG",2026,75,1078845
"MG",2026,90,139726
"MG",2027,25,3285907
"MG",2027,35,3381249
"MG",2027,45,3040794
"MG",2027,55,2522035
"MG",2027,65,1865011
"MG",2027,75,1126393
"MG",2027,90,147382
"MG",2028,25,3237279
"MG",2028,35,3376171
"MG",2028,45,3096655
"MG",2028,55,2536571
"MG",2028,65,1921294
"MG",2028,75,1176549
"MG",2028,90,155283
"MG",2029,25,3182859
"MG",2029,35,3369980
"MG",2029,45,3147742
"MG",2029,55,2554221
"MG",2029,65,1973909
"MG",2029,75,1229688
"MG",2029,90,163075
"MG",2030,25,3123509
"MG",2030,35,3363975
"MG",2030,45,3190840
"MG",2030,55,2578218
"MG",2030,65,2022081
"MG",2030,75,1285833
"MG",2030,90,170603
"MG",2031,25,3058489
"MG",2031,35,3358122
"MG",2031,45,3226078
"MG",2031,55,2607946
"MG",2031,65,2066023
"MG",2031,75,1344555
"MG",2031,90,178126
"MG",2032,25,2983405
"MG",2032,35,3353088
"MG",2032,45,3252981
"MG",2032,55,2643216
"MG",2032,65,2106083
"MG",2032,75,1405511
"MG",2032,90,185816
"MG",2033,25,2906831
"MG",2033,35,3346136
"MG",2033,45,3272386
"MG",2033,55,2683729
"MG",2033,65,2141854
"MG",2033,75,1467966
"MG",2033,90,193872
"MG",2034,25,2833709
"MG",2034,35,3332927
"MG",2034,45,3286083
"MG",2034,55,2728563
"MG",2034,65,2172736
"MG",2034,75,1531000
"MG",2034,90,202592
"MG",2035,25,2767346
"MG",2035,35,3310750
"MG",2035,45,3295322
"MG",2035,55,2776777
"MG",2035,65,2198752
"MG",2035,75,1593848
"MG",2035,90,212116
"MG",2036,25,2711356
"MG",2036,35,3281744
"MG",2036,45,3299853
"MG",2036,55,2828117
"MG",2036,65,2220187
"MG",2036,75,1656340
"MG",2036,90,222446
"MG",2037,25,2671875
"MG",2037,35,3240359
"MG",2037,45,3299456
"MG",2037,55,2882559
"MG",2037,65,2236835
"MG",2037,75,1718258
"MG",2037,90,233639
"MG",2038,25,2638721
"MG",2038,35,3193001
"MG",2038,45,3295647
"MG",2038,55,2936969
"MG",2038,65,2251805
"MG",2038,75,1778810
"MG",2038,90,245656
"MG",2039,25,2614494
"MG",2039,35,3139837
"MG",2039,45,3290735
"MG",2039,55,2986758
"MG",2039,65,2269712
"MG",2039,75,1837010
"MG",2039,90,258458
"MG",2040,25,2599764
"MG",2040,35,3081738
"MG",2040,45,3285973
"MG",2040,55,3028951
"MG",2040,65,2293455
"MG",2040,75,1892193
"MG",2040,90,271997
"MG",2041,25,2583667
"MG",2041,35,3017991
"MG",2041,45,3281324
"MG",2041,55,3063678
"MG",2041,65,2322448
"MG",2041,75,1944458
"MG",2041,90,286283
"MG",2042,25,2576462
"MG",2042,35,2944269
"MG",2042,45,3277440
"MG",2042,55,3090493
"MG",2042,65,2356529
"MG",2042,75,1994032
"MG",2042,90,301302
"MG",2043,25,2579293
"MG",2043,35,2869052
"MG",2043,45,3271618
"MG",2043,55,3110187
"MG",2043,65,2395301
"MG",2043,75,2040242
"MG",2043,90,317031
"MG",2044,25,2584395
"MG",2044,35,2797226
"MG",2044,45,3259577
"MG",2044,55,3124420
"MG",2044,65,2437782
"MG",2044,75,2082214
"MG",2044,90,333457
"MG",2045,25,2591117
"MG",2045,35,2732041
"MG",2045,45,3238662
"MG",2045,55,3134371
"MG",2045,65,2482991
"MG",2045,75,2119669
"MG",2045,90,350509
"MG",2046,25,2593758
"MG",2046,35,2677099
"MG",2046,45,3210970
"MG",2046,55,3139818
"MG",2046,65,2530670
"MG",2046,75,2152932
"MG",2046,90,368114
"MG",2047,25,2591882
"MG",2047,35,2638456
"MG",2047,45,3171041
"MG",2047,55,3140541
"MG",2047,65,2580732
"MG",2047,75,2181924
"MG",2047,90,386205
"MG",2048,25,2588229
"MG",2048,35,2606048
"MG",2048,45,3125207
"MG",2048,55,3138001
"MG",2048,65,2630436
"MG",2048,75,2208892
"MG",2048,90,404581
"MG",2049,25,2578505
"MG",2049,35,2582459
"MG",2049,45,3073683
"MG",2049,55,3134393
"MG",2049,65,2675844
"MG",2049,75,2237166
"MG",2049,90,423035
"MG",2050,25,2560670
"MG",2050,35,2568259
"MG",2050,45,3017346
"MG",2050,55,3130913
"MG",2050,65,2714437
"MG",2050,75,2268841
"MG",2050,90,441372
"MG",2051,25,2546518
"MG",2051,35,2552667
"MG",2051,45,2955497
"MG",2051,55,3127518
"MG",2051,65,2746330
"MG",2051,75,2303562
"MG",2051,90,459595
"MG",2052,25,2529874
"MG",2052,35,2545830
"MG",2052,45,2883887
"MG",2052,55,3124832
"MG",2052,65,2771172
"MG",2052,75,2341401
"MG",2052,90,477704
"MG",2053,25,2504087
"MG",2053,35,2548918
"MG",2053,45,2810846
"MG",2053,55,3120221
"MG",2053,65,2789676
"MG",2053,75,2381771
"MG",2053,90,495406
"MG",2054,25,2476494
"MG",2054,35,2554224
"MG",2054,45,2741116
"MG",2054,55,3109548
"MG",2054,65,2803280
"MG",2054,75,2423480
"MG",2054,90,512341
"MG",2055,25,2447452
"MG",2055,35,2561098
"MG",2055,45,2677837
"MG",2055,55,3090229
"MG",2055,65,2813019
"MG",2055,75,2465632
"MG",2055,90,528304
"MG",2056,25,2417241
"MG",2056,35,2563913
"MG",2056,45,2624603
"MG",2056,55,3064304
"MG",2056,65,2818708
"MG",2056,75,2508096
"MG",2056,90,543458
"MG",2057,25,2386201
"MG",2057,35,2562256
"MG",2057,45,2587259
"MG",2057,55,3026492
"MG",2057,65,2820162
"MG",2057,75,2550501
"MG",2057,90,557983
"MG",2058,25,2354738
"MG",2058,35,2558812
"MG",2058,45,2555991
"MG",2058,55,2982980
"MG",2058,65,2818716
"MG",2058,75,2592474
"MG",2058,90,571659
"MG",2059,25,2323204
"MG",2059,35,2549340
"MG",2059,45,2533364
"MG",2059,55,2934056
"MG",2059,65,2816365
"MG",2059,75,2633595
"MG",2059,90,584201
"MG",2060,25,2291874
"MG",2060,35,2531847
"MG",2060,45,2519949
"MG",2060,55,2880609
"MG",2060,65,2814171
"MG",2060,75,2673363
"MG",2060,90,595559
"MS",2010,25,423280
"MS",2010,35,354724
"MS",2010,45,285996
"MS",2010,55,181134
"MS",2010,65,103532
"MS",2010,75,56014
"MS",2010,90,4984
"MS",2011,25,428981
"MS",2011,35,360166
"MS",2011,45,294220
"MS",2011,55,188967
"MS",2011,65,107105
"MS",2011,75,58676
"MS",2011,90,5099
"MS",2012,25,433741
"MS",2012,35,366047
"MS",2012,45,301995
"MS",2012,55,197009
"MS",2012,65,110800
"MS",2012,75,61481
"MS",2012,90,5324
"MS",2013,25,437702
"MS",2013,35,372372
"MS",2013,45,309247
"MS",2013,55,205272
"MS",2013,65,114746
"MS",2013,75,64388
"MS",2013,90,5617
"MS",2014,25,441133
"MS",2014,35,379116
"MS",2014,45,315891
"MS",2014,55,213777
"MS",2014,65,119122
"MS",2014,75,67330
"MS",2014,90,5943
"MS",2015,25,444216
"MS",2015,35,386220
"MS",2015,45,321903
"MS",2015,55,222530
"MS",2015,65,124026
"MS",2015,75,70269
"MS",2015,90,6286
"MS",2016,25,446833
"MS",2016,35,393674
"MS",2016,45,327300
"MS",2016,55,231473
"MS",2016,65,129415
"MS",2016,75,73258
"MS",2016,90,6652
"MS",2017,25,448903
"MS",2017,35,401479
"MS",2017,45,332043
"MS",2017,55,240591
"MS",2017,65,135275
"MS",2017,75,76319
"MS",2017,90,7065
"MS",2018,25,450544
"MS",2018,35,409303
"MS",2018,45,336459
"MS",2018,55,249692
"MS",2018,65,141549
"MS",2018,75,79483
"MS",2018,90,7504
"MS",2019,25,451963
"MS",2019,35,416621
"MS",2019,45,341022
"MS",2019,55,258524
"MS",2019,65,148131
"MS",2019,75,82799
"MS",2019,90,7959
"MS",2020,25,453238
"MS",2020,35,423119
"MS",2020,45,346055
"MS",2020,55,266908
"MS",2020,65,154956
"MS",2020,75,86277
"MS",2020,90,8431
"MS",2021,25,454412
"MS",2021,35,428771
"MS",2021,45,351516
"MS",2021,55,274856
"MS",2021,65,162014
"MS",2021,75,89948
"MS",2021,90,8921
"MS",2022,25,455618
"MS",2022,35,433497
"MS",2022,45,357395
"MS",2022,55,282374
"MS",2022,65,169258
"MS",2022,75,93825
"MS",2022,90,9450
"MS",2023,25,456451
"MS",2023,35,437430
"MS",2023,45,363700
"MS",2023,55,289413
"MS",2023,65,176695
"MS",2023,75,97944
"MS",2023,90,10017
"MS",2024,25,456288
"MS",2024,35,440840
"MS",2024,45,370410
"MS",2024,55,295887
"MS",2024,65,184359
"MS",2024,75,102361
"MS",2024,90,10625
"MS",2025,25,454758
"MS",2025,35,443907
"MS",2025,45,377467
"MS",2025,55,301772
"MS",2025,65,192264
"MS",2025,75,107111
"MS",2025,90,11272
"MS",2026,25,451181
"MS",2026,35,446515
"MS",2026,45,384857
"MS",2026,55,307093
"MS",2026,65,200356
"MS",2026,75,112184
"MS",2026,90,11970
"MS",2027,25,446153
"MS",2027,35,448584
"MS",2027,45,392582
"MS",2027,55,311812
"MS",2027,65,208617
"MS",2027,75,117598
"MS",2027,90,12734
"MS",2028,25,441544
"MS",2028,35,450226
"MS",2028,45,400317
"MS",2028,55,316233
"MS",2028,65,216875
"MS",2028,75,123335
"MS",2028,90,13535
"MS",2029,25,437451
"MS",2029,35,451642
"MS",2029,45,407557
"MS",2029,55,320800
"MS",2029,65,224892
"MS",2029,75,129363
"MS",2029,90,14348
"MS",2030,25,433515
"MS",2030,35,452915
"MS",2030,45,413993
"MS",2030,55,325800
"MS",2030,65,232501
"MS",2030,75,135660
"MS",2030,90,15152
"MS",2031,25,429046
"MS",2031,35,454087
"MS",2031,45,419595
"MS",2031,55,331208
"MS",2031,65,239716
"MS",2031,75,142216
"MS",2031,90,15971
"MS",2032,25,422993
"MS",2032,35,455295
"MS",2032,45,424302
"MS",2032,55,337007
"MS",2032,65,246545
"MS",2032,75,149000
"MS",2032,90,16823
"MS",2033,25,418054
"MS",2033,35,456138
"MS",2033,45,428241
"MS",2033,55,343207
"MS",2033,65,252953
"MS",2033,75,156040
"MS",2033,90,17711
"MS",2034,25,414956
"MS",2034,35,456005
"MS",2034,45,431670
"MS",2034,55,349787
"MS",2034,65,258874
"MS",2034,75,163395
"MS",2034,90,18650
"MS",2035,25,412401
"MS",2035,35,454531
"MS",2035,45,434774
"MS",2035,55,356695
"MS",2035,65,264291
"MS",2035,75,171095
"MS",2035,90,19639
"MS",2036,25,412486
"MS",2036,35,451045
"MS",2036,45,437441
"MS",2036,55,363904
"MS",2036,65,269239
"MS",2036,75,179087
"MS",2036,90,20686
"MS",2037,25,414684
"MS",2037,35,446129
"MS",2037,45,439592
"MS",2037,55,371431
"MS",2037,65,273680
"MS",2037,75,187362
"MS",2037,90,21805
"MS",2038,25,416559
"MS",2038,35,441637
"MS",2038,45,441338
"MS",2038,55,378959
"MS",2038,65,277881
"MS",2038,75,195729
"MS",2038,90,23005
"MS",2039,25,418733
"MS",2039,35,437675
"MS",2039,45,442861
"MS",2039,55,386002
"MS",2039,65,282228
"MS",2039,75,203927
"MS",2039,90,24301
"MS",2040,25,421756
"MS",2040,35,433876
"MS",2040,45,444249
"MS",2040,55,392277
"MS",2040,65,286952
"MS",2040,75,211781
"MS",2040,90,25703
"MS",2041,25,424574
"MS",2041,35,429554
"MS",2041,45,445532
"MS",2041,55,397755
"MS",2041,65,292045
"MS",2041,75,219309
"MS",2041,90,27209
"MS",2042,25,428918
"MS",2042,35,423671
"MS",2042,45,446847
"MS",2042,55,402367
"MS",2042,65,297485
"MS",2042,75,226514
"MS",2042,90,28822
"MS",2043,25,433235
"MS",2043,35,418877
"MS",2043,45,447793
"MS",2043,55,406253
"MS",2043,65,303276
"MS",2043,75,233416
"MS",2043,90,30521
"MS",2044,25,436241
"MS",2044,35,415904
"MS",2044,45,447775
"MS",2044,55,409657
"MS",2044,65,309395
"MS",2044,75,240059
"MS",2044,90,32286
"MS",2045,25,439416
"MS",2045,35,413458
"MS",2045,45,446444
"MS",2045,55,412760
"MS",2045,65,315799
"MS",2045,75,246480
"MS",2045,90,34095
"MS",2046,25,441424
"MS",2046,35,413616
"MS",2046,45,443135
"MS",2046,55,415453
"MS",2046,65,322458
"MS",2046,75,252681
"MS",2046,90,35956
"MS",2047,25,442237
"MS",2047,35,415856
"MS",2047,45,438420
"MS",2047,55,417667
"MS",2047,65,329386
"MS",2047,75,258639
"MS",2047,90,37869
"MS",2048,25,442501
"MS",2048,35,417776
"MS",2048,45,434131
"MS",2048,55,419496
"MS",2048,65,336286
"MS",2048,75,264439
"MS",2048,90,39842
"MS",2049,25,441681
"MS",2049,35,420002
"MS",2049,45,430354
"MS",2049,55,421109
"MS",2049,65,342735
"MS",2049,75,270164
"MS",2049,90,41912
"MS",2050,25,439731
"MS",2050,35,423054
"MS",2050,45,426742
"MS",2050,55,422583
"MS",2050,65,348476
"MS",2050,75,275874
"MS",2050,90,44083
"MS",2051,25,438355
"MS",2051,35,425901
"MS",2051,45,422617
"MS",2051,55,423944
"MS",2051,65,353486
"MS",2051,75,281598
"MS",2051,90,46339
"MS",2052,25,436830
"MS",2052,35,430245
"MS",2052,45,416952
"MS",2052,55,425323
"MS",2052,65,357704
"MS",2052,75,287341
"MS",2052,90,48677
"MS",2053,25,434307
"MS",2053,35,434562
"MS",2053,45,412368
"MS",2053,55,426336
"MS",2053,65,361273
"MS",2053,75,293177
"MS",2053,90,51025
"MS",2054,25,431719
"MS",2054,35,437586
"MS",2054,45,409564
"MS",2054,55,426424
"MS",2054,65,364413
"MS",2054,75,299223
"MS",2054,90,53287
"MS",2055,25,429108
"MS",2055,35,440767
"MS",2055,45,407274
"MS",2055,55,425246
"MS",2055,65,367311
"MS",2055,75,305509
"MS",2055,90,55411
"MS",2056,25,426541
"MS",2056,35,442800
"MS",2056,45,407504
"MS",2056,55,422173
"MS",2056,65,369860
"MS",2056,75,312000
"MS",2056,90,57425
"MS",2057,25,424091
"MS",2057,35,443639
"MS",2057,45,409774
"MS",2057,55,417746
"MS",2057,65,372009
"MS",2057,75,318672
"MS",2057,90,59347
"MS",2058,25,421797
"MS",2058,35,443940
"MS",2058,45,411731
"MS",2058,55,413740
"MS",2058,65,373826
"MS",2058,75,325351
"MS",2058,90,61190
"MS",2059,25,419646
"MS",2059,35,443166
"MS",2059,45,413997
"MS",2059,55,410233
"MS",2059,65,375442
"MS",2059,75,331766
"MS",2059,90,62975
"MS",2060,25,417646
"MS",2060,35,441277
"MS",2060,45,417063
"MS",2060,55,406906
"MS",2060,65,376913
"MS",2060,75,337733
"MS",2060,90,64719
"MT",2010,25,557040
"MT",2010,35,454710
"MT",2010,45,337738
"MT",2010,55,199414
"MT",2010,65,104985
"MT",2010,75,49244
"MT",2010,90,4017
"MT",2011,25,564550
"MT",2011,35,464139
"MT",2011,45,349770
"MT",2011,55,209361
"MT",2011,65,109438
"MT",2011,75,52024
"MT",2011,90,4105
"MT",2012,25,570787
"MT",2012,35,473837
"MT",2012,45,361552
"MT",2012,55,219769
"MT",2012,65,114106
"MT",2012,75,54958
"MT",2012,90,4293
"MT",2013,25,575894
"MT",2013,35,483791
"MT",2013,45,372952
"MT",2013,55,230593
"MT",2013,65,119094
"MT",2013,75,58014
"MT",2013,90,4537
"MT",2014,25,580152
"MT",2014,35,493947
"MT",2014,45,383790
"MT",2014,55,241795
"MT",2014,65,124524
"MT",2014,75,61132
"MT",2014,90,4810
"MT",2015,25,583756
"MT",2015,35,504233
"MT",2015,45,393989
"MT",2015,55,253310
"MT",2015,65,130478
"MT",2015,75,64279
"MT",2015,90,5092
"MT",2016,25,586476
"MT",2016,35,514683
"MT",2016,45,403573
"MT",2016,55,265083
"MT",2016,65,136927
"MT",2016,75,67511
"MT",2016,90,5403
"MT",2017,25,588068
"MT",2017,35,525397
"MT",2017,45,412509
"MT",2017,55,277051
"MT",2017,65,143861
"MT",2017,75,70872
"MT",2017,90,5756
"MT",2018,25,588812
"MT",2018,35,535953
"MT",2018,45,421083
"MT",2018,55,289095
"MT",2018,65,151277
"MT",2018,75,74388
"MT",2018,90,6141
"MT",2019,25,589086
"MT",2019,35,545733
"MT",2019,45,429769
"MT",2019,55,301033
"MT",2019,65,159179
"MT",2019,75,78096
"MT",2019,90,6547
"MT",2020,25,589142
"MT",2020,35,554345
"MT",2020,45,438850
"MT",2020,55,312747
"MT",2020,65,167556
"MT",2020,75,82021
"MT",2020,90,6968
"MT",2021,25,589011
"MT",2021,35,561790
"MT",2021,45,448237
"MT",2021,55,324242
"MT",2021,65,176373
"MT",2021,75,86191
"MT",2021,90,7418
"MT",2022,25,588826
"MT",2022,35,567988
"MT",2022,45,457894
"MT",2022,55,335526
"MT",2022,65,185593
"MT",2022,75,90637
"MT",2022,90,7902
"MT",2023,25,588333
"MT",2023,35,573078
"MT",2023,45,467797
"MT",2023,55,346459
"MT",2023,65,195199
"MT",2023,75,95371
"MT",2023,90,8426
"MT",2024,25,587077
"MT",2024,35,577336
"MT",2024,45,477889
"MT",2024,55,356887
"MT",2024,65,205141
"MT",2024,75,100416
"MT",2024,90,8997
"MT",2025,25,584797
"MT",2025,35,580946
"MT",2025,45,488108
"MT",2025,55,366723
"MT",2025,65,215376
"MT",2025,75,105796
"MT",2025,90,9608
"MT",2026,25,580394
"MT",2026,35,583695
"MT",2026,45,498466
"MT",2026,55,376005
"MT",2026,65,225848
"MT",2026,75,111534
"MT",2026,90,10268
"MT",2027,25,575086
"MT",2027,35,585336
"MT",2027,45,509076
"MT",2027,55,384692
"MT",2027,65,236502
"MT",2027,75,117649
"MT",2027,90,10994
"MT",2028,25,570271
"MT",2028,35,586135
"MT",2028,45,519526
"MT",2028,55,393055
"MT",2028,65,247246
"MT",2028,75,124170
"MT",2028,90,11758
"MT",2029,25,566600
"MT",2029,35,586471
"MT",2029,45,529221
"MT",2029,55,401538
"MT",2029,65,257915
"MT",2029,75,131131
"MT",2029,90,12540
"MT",2030,25,564768
"MT",2030,35,586587
"MT",2030,45,537783
"MT",2030,55,410401
"MT",2030,65,268403
"MT",2030,75,138562
"MT",2030,90,13325
"MT",2031,25,562698
"MT",2031,35,586508
"MT",2031,45,545220
"MT",2031,55,419568
"MT",2031,65,278717
"MT",2031,75,146427
"MT",2031,90,14135
"MT",2032,25,558174
"MT",2032,35,586377
"MT",2032,45,551447
"MT",2032,55,428994
"MT",2032,65,288869
"MT",2032,75,154712
"MT",2032,90,14990
"MT",2033,25,553347
"MT",2033,35,585950
"MT",2033,45,556601
"MT",2033,55,438658
"MT",2033,65,298730
"MT",2033,75,163398
"MT",2033,90,15900
"MT",2034,25,550051
"MT",2034,35,584776
"MT",2034,45,560944
"MT",2034,55,448498
"MT",2034,65,308163
"MT",2034,75,172463
"MT",2034,90,16868
"MT",2035,25,546797
"MT",2035,35,582597
"MT",2035,45,564659
"MT",2035,55,458441
"MT",2035,65,317098
"MT",2035,75,181868
"MT",2035,90,17899
"MT",2036,25,543858
"MT",2036,35,578332
"MT",2036,45,567541
"MT",2036,55,468501
"MT",2036,65,325561
"MT",2036,75,191581
"MT",2036,90,19010
"MT",2037,25,542411
"MT",2037,35,573179
"MT",2037,45,569353
"MT",2037,55,478790
"MT",2037,65,333522
"MT",2037,75,201571
"MT",2037,90,20204
"MT",2038,25,542579
"MT",2038,35,568530
"MT",2038,45,570349
"MT",2038,55,488911
"MT",2038,65,341226
"MT",2038,75,211757
"MT",2038,90,21488
"MT",2039,25,544581
"MT",2039,35,565025
"MT",2039,45,570897
"MT",2039,55,498315
"MT",2039,65,349061
"MT",2039,75,222018
"MT",2039,90,22866
"MT",2040,25,546856
"MT",2040,35,563363
"MT",2040,45,571228
"MT",2040,55,506655
"MT",2040,65,357257
"MT",2040,75,232265
"MT",2040,90,24348
"MT",2041,25,547266
"MT",2041,35,561471
"MT",2041,45,571369
"MT",2041,55,513924
"MT",2041,65,365740
"MT",2041,75,242503
"MT",2041,90,25934
"MT",2042,25,549947
"MT",2042,35,557157
"MT",2042,45,571446
"MT",2042,55,520057
"MT",2042,65,374477
"MT",2042,75,252728
"MT",2042,90,27637
"MT",2043,25,555053
"MT",2043,35,552536
"MT",2043,45,571236
"MT",2043,55,525173
"MT",2043,65,383429
"MT",2043,75,262846
"MT",2043,90,29447
"MT",2044,25,559046
"MT",2044,35,549430
"MT",2044,45,570279
"MT",2044,55,529530
"MT",2044,65,392520
"MT",2044,75,272730
"MT",2044,90,31376
"MT",2045,25,563684
"MT",2045,35,546348
"MT",2045,45,568340
"MT",2045,55,533288
"MT",2045,65,401674
"MT",2045,75,282309
"MT",2045,90,33420
"MT",2046,25,569920
"MT",2046,35,543555
"MT",2046,45,564347
"MT",2046,55,536263
"MT",2046,65,410902
"MT",2046,75,291605
"MT",2046,90,35575
"MT",2047,25,575468
"MT",2047,35,542230
"MT",2047,45,559474
"MT",2047,55,538231
"MT",2047,65,420304
"MT",2047,75,300581
"MT",2047,90,37843
"MT",2048,25,578730
"MT",2048,35,542500
"MT",2048,45,555095
"MT",2048,55,539431
"MT",2048,65,429523
"MT",2048,75,309399
"MT",2048,90,40216
"MT",2049,25,578760
"MT",2049,35,544583
"MT",2049,45,551833
"MT",2049,55,540210
"MT",2049,65,438092
"MT",2049,75,318295
"MT",2049,90,42690
"MT",2050,25,576398
"MT",2050,35,546943
"MT",2050,45,550389
"MT",2050,55,540770
"MT",2050,65,445717
"MT",2050,75,327408
"MT",2050,90,45253
"MT",2051,25,575806
"MT",2051,35,547459
"MT",2051,45,548709
"MT",2051,55,541150
"MT",2051,65,452393
"MT",2051,75,336694
"MT",2051,90,47902
"MT",2052,25,574977
"MT",2052,35,550207
"MT",2052,45,544657
"MT",2052,55,541455
"MT",2052,65,458062
"MT",2052,75,346151
"MT",2052,90,50627
"MT",2053,25,571912
"MT",2053,35,555345
"MT",2053,45,540300
"MT",2053,55,541480
"MT",2053,65,462837
"MT",2053,75,355684
"MT",2053,90,53406
"MT",2054,25,568786
"MT",2054,35,559379
"MT",2054,45,537426
"MT",2054,55,540778
"MT",2054,65,466947
"MT",2054,75,365185
"MT",2054,90,56200
"MT",2055,25,565620
"MT",2055,35,564042
"MT",2055,45,534553
"MT",2055,55,539139
"MT",2055,65,470529
"MT",2055,75,374564
"MT",2055,90,58987
"MT",2056,25,562426
"MT",2056,35,570279
"MT",2056,45,531924
"MT",2056,55,535510
"MT",2056,65,473425
"MT",2056,75,383842
"MT",2056,90,61775
"MT",2057,25,559259
"MT",2057,35,575827
"MT",2057,45,530717
"MT",2057,55,531030
"MT",2057,65,475442
