"series","region","year","age_label","cases","pop","rate"
"Northeast","Northeast",2010,"35-44",1187,8017494,148.051248931399
"Northeast","Northeast",2010,"45-54",1664,6358814,261.684018434884
"Northeast","Northeast",2010,"55-64",2655,4431952,599.058834572216
"Northeast","Northeast",2010,"65-74",4454,2954255,1507.65590648065
"Northeast","Northeast",2010,"75-89",4550,1696014,2682.76087343619
"Northeast","Northeast",2010,"90+",1636,880407,1858.23147703278
"Northeast","Northeast",2011,"25-34",980,9959084,98.402624177083
"Northeast","Northeast",2011,"35-44",1140,8195006,139.109111085459
"Northeast","Northeast",2011,"45-54",1656,6482984,255.437927966504
"Northeast","Northeast",2011,"55-64",2956,4565007,647.534603999512
"Northeast","Northeast",2011,"65-74",5238,3035058,1725.83192808836
"Northeast","Northeast",2011,"75-89",5206,1741473,2989.42332152149
"Northeast","Northeast",2011,"90+",1914,886807,2158.30502014531
"Northeast","Northeast",2012,"25-34",1101,9937499,110.792463979116
"Northeast","Northeast",2012,"35-44",1383,8380976,165.016580407819
"Northeast","Northeast",2012,"45-54",1968,6592815,298.506783521151
"Northeast","Northeast",2012,"55-64",3387,4707941,719.422779512318
"Northeast","Northeast",2012,"65-74",6180,3120215,1980.63274485893
"Northeast","Northeast",2012,"75-89",5712,1788325,3194.05029846365
"Northeast","Northeast",2012,"90+",2136,894601,2387.65662010215
"Northeast","Northeast",2013,"25-34",964,9904908,97.3254875259821
"Northeast","Northeast",2013,"35-44",1300,8566565,151.752773719688
"Northeast","Northeast",2013,"45-54",1740,6695578,259.873008723071
"Northeast","Northeast",2013,"55-64",3403,4858520,700.419057655418
"Northeast","Northeast",2013,"65-74",6236,3208635,1943.50557168391
"Northeast","Northeast",2013,"75-89",5876,1836596,3199.3971455889
"Northeast","Northeast",2013,"90+",2078,905007,2296.11483668082
"Northeast","Northeast",2014,"25-34",881,9871576,89.2461345584535
"Northeast","Northeast",2014,"35-44",1132,8738602,129.540171299711
"Northeast","Northeast",2014,"45-54",1774,6802589,260.783063624746
"Northeast","Northeast",2014,"55-64",3682,5013238,734.455455735395
"Northeast","Northeast",2014,"65-74",7243,3298724,2195.69748787713
"Northeast","Northeast",2014,"75-89",7097,1886823,3761.34910375801
"Northeast","Northeast",2014,"90+",2290,920288,2488.3514725825
"Northeast","Northeast",2015,"25-34",767,9843429,77.9200012515964
"Northeast","Northeast",2015,"35-44",1102,8888264,123.983716055239
"Northeast","Northeast",2015,"45-54",1704,6921338,246.195172089558
"Northeast","Northeast",2015,"55-64",3253,5169444,629.274637659292
"Northeast","Northeast",2015,"65-74",6111,3389888,1802.71442596334
"Northeast","Northeast",2015,"75-89",5597,1939703,2885.49329459201
"Northeast","Northeast",2015,"90+",1892,941212,2010.17411592712
"Northeast","Northeast",2016,"25-34",777,9822952,79.1004577849917
"Northeast","Northeast",2016,"35-44",1115,9015005,123.682682372334
"Northeast","Northeast",2016,"45-54",1686,7049259,239.174074892127
"Northeast","Northeast",2016,"55-64",3511,5327362,659.050389292111
"Northeast","Northeast",2016,"65-74",6317,3482367,1813.99605498214
"Northeast","Northeast",2016,"75-89",5284,1995162,2648.40649531216
"Northeast","Northeast",2016,"90+",1716,967769,1773.15041089351
"Northeast","Northeast",2017,"25-34",727,9814889,74.0711382472079
"Northeast","Northeast",2017,"35-44",1075,9117104,117.910248693006
"Northeast","Northeast",2017,"45-54",1850,7184425,257.501470194205
"Northeast","Northeast",2017,"55-64",3877,5487894,706.464082578855
"Northeast","Northeast",2017,"65-74",6842,3575498,1913.57959087098
"Northeast","Northeast",2017,"75-89",5780,2053133,2815.20973068963
"Northeast","Northeast",2017,"90+",1645,1000695,1643.85751902428
"Northeast","Northeast",2018,"25-34",721,9811553,73.4847989915562
"Northeast","Northeast",2018,"35-44",1037,9193953,112.791527213594
"Northeast","Northeast",2018,"45-54",1736,7329024,236.866464074889
"Northeast","Northeast",2018,"55-64",4128,5646050,731.130613437713
"Northeast","Northeast",2018,"65-74",8101,3672412,2205.90718034905
"Northeast","Northeast",2018,"75-89",6673,2114051,3156.4990627
"Northeast","Northeast",2018,"90+",1801,1037428,1736.02409034651
"Northeast","Northeast",2019,"25-34",668,9800612,68.1590088455701
"Northeast","Northeast",2019,"35-44",1097,9246050,118.645259326956
"Northeast","Northeast",2019,"45-54",1952,7485376,260.775143426329
"Northeast","Northeast",2019,"55-64",4324,5794783,746.188425002282
"Northeast","Northeast",2019,"65-74",8419,3777678,2228.61768525533
"Northeast","Northeast",2019,"75-89",6830,2178210,3135.60216875324
"Northeast","Northeast",2019,"90+",1859,1074598,1729.94924613669
"Northeast","Northeast",2020,"25-34",515,9774150,52.6900037343401
"Northeast","Northeast",2020,"35-44",765,9274092,82.4878597279389
"Northeast","Northeast",2020,"45-54",1365,7654000,178.338123856807
"Northeast","Northeast",2020,"55-64",2849,5930317,480.412767142128
"Northeast","Northeast",2020,"65-74",5135,3893805,1318.76146853784
"Northeast","Northeast",2020,"75-89",3559,2245607,1584.87215260729
"Northeast","Northeast",2020,"90+",892,1110376,803.331484109887
"Northeast","Northeast",2021,"25-34",657,9726181,67.5496374167826
"Northeast","Northeast",2021,"35-44",943,9281960,101.594921762214
"Northeast","Northeast",2021,"45-54",1849,7832211,236.076377411181
"Northeast","Northeast",2021,"55-64",4285,6053396,707.867121199406
"Northeast","Northeast",2021,"65-74",7533,4019463,1874.13094734297
"Northeast","Northeast",2021,"75-89",5013,2316031,2164.47880015423
"Northeast","Northeast",2021,"90+",1198,1146037,1045.34146803288
"Northeast","Northeast",2022,"25-34",733,9651545,75.9463899303169
"Northeast","Northeast",2022,"35-44",1014,9272550,109.355031787372
"Northeast","Northeast",2022,"45-54",1804,8018473,224.980491921592
"Northeast","Northeast",2022,"55-64",4345,6163093,705.003153449088
"Northeast","Northeast",2022,"65-74",7369,4153956,1773.97160682492
"Northeast","Northeast",2022,"75-89",5324,2389548,2228.03643199467
"Northeast","Northeast",2022,"90+",1523,1182081,1288.40578606711
"Northeast","Northeast",2023,"25-34",861,9572701,89.9432667958604
"Northeast","Northeast",2023,"35-44",1074,9252237,116.080035563291
"Northeast","Northeast",2023,"45-54",2149,8204302,261.935750292956
"Northeast","Northeast",2023,"55-64",4951,6266287,790.101059846126
"Northeast","Northeast",2023,"65-74",9032,4295306,2102.76054837537
"Northeast","Northeast",2023,"75-89",7010,2465464,2843.27818211907
"Northeast","Northeast",2023,"90+",1730,1219720,1418.35831174368
"Northeast","Northeast",2024,"25-34",870,9477383,91.7974930421193
"Northeast","Northeast",2024,"35-44",1176,9231042,127.396235441243
"Northeast","Northeast",2024,"45-54",2325,8377043,277.54423607471
