"series","region","year","age_label","cases","pop","rate"
"National",NA,2012,"90+",816,3201121,254.910701594848
"National",NA,2013,"25-34",851,34632096,24.5725814573857
"National",NA,2013,"35-44",1379,31889434,43.2431632370772
"National",NA,2013,"45-54",2337,26135110,89.4199412208328
"National",NA,2013,"55-64",4483,20431139,219.419974578999
"National",NA,2013,"65-74",5365,12945225,414.438528492166
"National",NA,2013,"75-89",3067,6976903,439.593326723906
"National",NA,2013,"90+",825,3322826,248.28263652686
"National",NA,2014,"25-34",867,34516131,25.118690156785
"National",NA,2014,"35-44",1408,32470602,43.3623004587349
"National",NA,2014,"45-54",2424,26452554,91.6357641685563
"National",NA,2014,"55-64",4638,20999638,220.860950079235
"National",NA,2014,"65-74",5497,13467240,408.175691529965
"National",NA,2014,"75-89",3186,7199523,442.529317567289
"National",NA,2014,"90+",818,3452989,236.896207894088
"National",NA,2015,"25-34",839,34432620,24.3664292754952
"National",NA,2015,"35-44",1402,32966477,42.5280505405537
"National",NA,2015,"45-54",2492,26817881,92.9230762117261
"National",NA,2015,"55-64",4895,21543967,227.209779888727
"National",NA,2015,"65-74",5777,13997470,412.717441080424
"National",NA,2015,"75-89",3306,7445283,444.039534830308
"National",NA,2015,"90+",856,3592423,238.27928949347
"National",NA,2016,"25-34",837,34379203,24.3461141318488
"National",NA,2016,"35-44",1436,33379591,43.0202994398583
"National",NA,2016,"45-54",2641,27225236,97.0055870222759
"National",NA,2016,"55-64",5286,22065249,239.562218400527
"National",NA,2016,"65-74",6309,14534648,434.066239512646
"National",NA,2016,"75-89",3551,7713042,460.389039758891
"National",NA,2016,"90+",913,3743465,243.891688582637
"National",NA,2017,"25-34",848,34365199,24.6761265662975
"National",NA,2017,"35-44",1532,33709762,45.4467759220608
"National",NA,2017,"45-54",2902,27671879,104.87180866901
"National",NA,2017,"55-64",5882,22566087,260.656621593278
"National",NA,2017,"65-74",6941,15075632,460.411875269972
"National",NA,2017,"75-89",4233,8001859,529.002073143253
"National",NA,2017,"90+",996,3909935,254.735692537088
"National",NA,2018,"25-34",976,34363373,28.4023340782059
"National",NA,2018,"35-44",1561,33958624,45.9677046985178
"National",NA,2018,"45-54",2981,28160322,105.858164547976
"National",NA,2018,"55-64",6689,23040023,290.320890738694
"National",NA,2018,"65-74",8493,15621201,543.684189199025
"National",NA,2018,"75-89",4947,8314779,594.964700805638
"National",NA,2018,"90+",1271,4085697,311.085232213745
"National",NA,2019,"25-34",888,34324757,25.8705400303344
"National",NA,2019,"35-44",1634,34130660,47.8748433226899
"National",NA,2019,"45-54",3406,28689589,118.719023824287
"National",NA,2019,"55-64",7499,23477440,319.413019477422
"National",NA,2019,"65-74",9435,16173590,583.358425680384
"National",NA,2019,"75-89",5552,8654924,641.484546831376
"National",NA,2019,"90+",1427,4262742,334.761052862219
"National",NA,2020,"25-34",778,34219132,22.7358192487174
"National",NA,2020,"35-44",1465,34231961,42.7962628258428
"National",NA,2020,"45-54",3048,29255478,104.185616109229
"National",NA,2020,"55-64",6357,23875081,266.260876769381
"National",NA,2020,"65-74",7687,16732972,459.39239006675
"National",NA,2020,"75-89",4086,9023052,452.840125491907
"National",NA,2020,"90+",889,4437036,200.358978381063
"National",NA,2021,"25-34",922,34069012,27.0627161128124
"National",NA,2021,"35-44",1576,34259369,46.0020148065191
"National",NA,2021,"45-54",3470,29854837,116.229072026084
"National",NA,2021,"55-64",7895,24234960,325.769054291816
"National",NA,2021,"65-74",9809,17295908,567.128363541249
"National",NA,2021,"75-89",5408,9416919,574.285496137325
"National",NA,2021,"90+",1215,4613184,263.37557747534
"National",NA,2022,"25-34",1018,33819144,30.1012941072666
"National",NA,2022,"35-44",1836,34206034,53.6747405443145
"National",NA,2022,"45-54",3814,30488714,125.095469753168
"National",NA,2022,"55-64",9227,24554480,375.776640352392
"National",NA,2022,"65-74",12063,17860444,675.403142273507
"National",NA,2022,"75-89",7093,9835161,721.187990720233
"National",NA,2022,"90+",1748,4793709,364.644578967977
"National",NA,2023,"25-34",1063,33529754,31.7031851769625
"National",NA,2023,"35-44",1959,34103867,57.4421663091754
"National",NA,2023,"45-54",4381,31122631,140.765734105192
"National",NA,2023,"55-64",10253,24858410,412.455985720728
"National",NA,2023,"65-74",13861,18419294,752.526128308718
"National",NA,2023,"75-89",8711,10272660,847.979004464277
"National",NA,2023,"90+",2189,4983327,439.264772309744
"National",NA,2024,"25-34",1082,33195956,32.5943316710023
"National",NA,2024,"35-44",2054,34002064,60.4080975790176
"National",NA,2024,"45-54",4761,31706146,150.160161376914
"National",NA,2024,"55-64",11266,25184028,447.347024868301
"National",NA,2024,"65-74",16367,18962399,863.129185289266
"National",NA,2024,"75-89",10558,10722442,984.663754767804
"National",NA,2024,"90+",2474,5189380,476.742886433447
