"disease","state","region","year","mean","lo_95","hi_95"
"Eye & Appendage Diseases","PI","Northeast",2021,-8.23184328533958,-8.45850082787067,-7.98900875640816
"Eye & Appendage Diseases","PI","Northeast",2022,-8.18714740637381,-8.42630129047582,-7.93801164569656
"Eye & Appendage Diseases","PI","Northeast",2023,-8.10717519561521,-8.34002614033407,-7.86570820927927
"Eye & Appendage Diseases","PI","Northeast",2024,-8.15366081170675,-8.40469596165238,-7.89566419272584
"Eye & Appendage Diseases","PR","South",2010,-7.40629611695437,-7.64541815884758,-7.15472381096145
"Eye & Appendage Diseases","PR","South",2011,-7.45624020256179,-7.67973677076767,-7.22247424898314
"Eye & Appendage Diseases","PR","South",2012,-7.50900636489088,-7.73711462599648,-7.27821925623706
"Eye & Appendage Diseases","PR","South",2013,-7.41353925452445,-7.63333218148954,-7.18423634180705
"Eye & Appendage Diseases","PR","South",2014,-7.42150565914204,-7.64752128852644,-7.19251317252756
"Eye & Appendage Diseases","PR","South",2015,-7.38973054063808,-7.6194316002406,-7.15866549114056
"Eye & Appendage Diseases","PR","South",2016,-7.24036945294203,-7.45649975315241,-7.01139890591688
"Eye & Appendage Diseases","PR","South",2017,-7.2052183725428,-7.42967725928745,-6.96968184666236
"Eye & Appendage Diseases","PR","South",2018,-7.05444536483622,-7.27923084179171,-6.82399698322494
"Eye & Appendage Diseases","PR","South",2019,-7.00295842745121,-7.22256908544874,-6.77316292127429
"Eye & Appendage Diseases","PR","South",2020,-7.33121921399977,-7.56110028376681,-7.09100706903123
"Eye & Appendage Diseases","PR","South",2021,-7.20436303627964,-7.43130778439746,-6.97395301933349
"Eye & Appendage Diseases","PR","South",2022,-6.96723994612208,-7.18428872076145,-6.73944660969624
"Eye & Appendage Diseases","PR","South",2023,-6.82998158225046,-7.04953368960741,-6.60223527472472
"Eye & Appendage Diseases","PR","South",2024,-6.86191032761996,-7.09050326728147,-6.61882678609877
"Eye & Appendage Diseases","RJ","Southeast",2010,-7.5487445888767,-7.78866769515758,-7.30161603429847
"Eye & Appendage Diseases","RJ","Southeast",2011,-7.48881579081839,-7.70350346320878,-7.25870471400658
"Eye & Appendage Diseases","RJ","Southeast",2012,-7.48367892702189,-7.70323329723876,-7.25103241209052
"Eye & Appendage Diseases","RJ","Southeast",2013,-7.66582392130953,-7.88352877027158,-7.43491102472755
"Eye & Appendage Diseases","RJ","Southeast",2014,-7.83815391536699,-8.05433336541287,-7.60204492348395
"Eye & Appendage Diseases","RJ","Southeast",2015,-7.74022400428273,-7.95603075753999,-7.51008715329434
"Eye & Appendage Diseases","RJ","Southeast",2016,-7.83647760159432,-8.06281491159541,-7.60435406702136
"Eye & Appendage Diseases","RJ","Southeast",2017,-7.68295474663806,-7.90433701318558,-7.44948279451825
"Eye & Appendage Diseases","RJ","Southeast",2018,-7.44235181810515,-7.66238423931886,-7.20970500573331
"Eye & Appendage Diseases","RJ","Southeast",2019,-7.39477344600916,-7.60872063871373,-7.16984401911109
"Eye & Appendage Diseases","RJ","Southeast",2020,-7.88621275174973,-8.12231883720393,-7.64000483760326
"Eye & Appendage Diseases","RJ","Southeast",2021,-7.55401956015788,-7.76959071710715,-7.32591579325235
"Eye & Appendage Diseases","RJ","Southeast",2022,-7.25684780048797,-7.47944278223055,-7.02497395656732
"Eye & Appendage Diseases","RJ","Southeast",2023,-7.08083546566461,-7.30159112077823,-6.85707310085094
"Eye & Appendage Diseases","RJ","Southeast",2024,-6.73983977367504,-6.96377330117716,-6.50289515049053
"Eye & Appendage Diseases","RN","Northeast",2010,-7.90337236208102,-8.14977732829853,-7.64801346815116
"Eye & Appendage Diseases","RN","Northeast",2011,-7.95848367430004,-8.18827010163468,-7.72109263650876
"Eye & Appendage Diseases","RN","Northeast",2012,-8.20250842889026,-8.44658436316907,-7.95416352561603
"Eye & Appendage Diseases","RN","Northeast",2013,-8.14801334066157,-8.3752400744298,-7.91331825120518
"Eye & Appendage Diseases","RN","Northeast",2014,-8.28673301786905,-8.519277256559,-8.04615937118427
"Eye & Appendage Diseases","RN","Northeast",2015,-8.66472330103798,-8.91571654003951,-8.40121662336146
"Eye & Appendage Diseases","RN","Northeast",2016,-8.4804303940619,-8.71763035513133,-8.23514208387206
"Eye & Appendage Diseases","RN","Northeast",2017,-8.35077372321738,-8.58398443323792,-8.11000707492066
"Eye & Appendage Diseases","RN","Northeast",2018,-8.19784618827756,-8.43500223995418,-7.95382794927627
"Eye & Appendage Diseases","RN","Northeast",2019,-7.85413133678679,-8.07258488777826,-7.63049259293575
"Eye & Appendage Diseases","RN","Northeast",2020,-8.49595897401425,-8.7488568908135,-8.23072976122366
"Eye & Appendage Diseases","RN","Northeast",2021,-8.21782397089753,-8.44867315868847,-7.98067936788722
"Eye & Appendage Diseases","RN","Northeast",2022,-7.9879560173772,-8.22116168209905,-7.74281562534028
"Eye & Appendage Diseases","RN","Northeast",2023,-7.08678834034033,-7.30214512478797,-6.85906074080537
"Eye & Appendage Diseases","RN","Northeast",2024,-7.12996036366852,-7.36232897129434,-6.88222215553941
"Eye & Appendage Diseases","RO","North",2010,-9.49346668849453,-9.85737248307362,-9.1402380104667
"Eye & Appendage Diseases","RO","North",2011,-8.67216938258802,-8.93524448476147,-8.4024197708571
"Eye & Appendage Diseases","RO","North",2012,-9.04792983413142,-9.35198254105211,-8.74206017638273
"Eye & Appendage Diseases","RO","North",2013,-8.43577069528998,-8.70527428937059,-8.1696988506798
"Eye & Appendage Diseases","RO","North",2014,-7.47888938614514,-7.71117632535973,-7.23976825360762
"Eye & Appendage Diseases","RO","North",2015,-7.04962265376027,-7.27036183519266,-6.81405861025049
"Eye & Appendage Diseases","RO","North",2016,-6.99802178225882,-7.23146186417095,-6.75166789299698
"Eye & Appendage Diseases","RO","North",2017,-6.77758002577397,-6.99848514985797,-6.54790958638504
"Eye & Appendage Diseases","RO","North",2018,-6.96289080521383,-7.20368890749332,-6.72359060489313
"Eye & Appendage Diseases","RO","North",2019,-7.10318443110381,-7.32931349223779,-6.87306780881497
"Eye & Appendage Diseases","RO","North",2020,-8.24583775608981,-8.50228838419118,-7.9835796564072
"Eye & Appendage Diseases","RO","North",2021,-8.93090750368154,-9.2216889726779,-8.64393970461009
"Eye & Appendage Diseases","RO","North",2022,-8.74605046309671,-9.01162035799528,-8.47368216228923
"Eye & Appendage Diseases","RO","North",2023,-8.52084043801483,-8.79540615007357,-8.24561950302452
"Eye & Appendage Diseases","RO","North",2024,-7.48605634470833,-7.7166009746269,-7.24192698894487
"Eye & Appendage Diseases","RR","North",2010,-9.47358325631971,-9.96839112798495,-9.0031180243927
"Eye & Appendage Diseases","RR","North",2011,-9.64265373744519,-10.0914495778903,-9.19390034812918
"Eye & Appendage Diseases","RR","North",2012,-9.32546432669964,-9.72811466186676,-8.94050743490939
"Eye & Appendage Diseases","RR","North",2013,-9.75756358644645,-10.2007901148434,-9.3170308505717
"Eye & Appendage Diseases","RR","North",2014,-10.0993913726495,-10.5885072089548,-9.63339977600762
"Eye & Appendage Diseases","RR","North",2015,-9.87462907176235,-10.3246457651277,-9.44221908263791
"Eye & Appendage Diseases","RR","North",2016,-9.5075357473091,-9.91978299192147,-9.10451604649465
"Eye & Appendage Diseases","RR","North",2017,-9.33817541137823,-9.72139385311487,-8.95576515515831
"Eye & Appendage Diseases","RR","North",2018,-9.65443229821541,-10.0670345730607,-9.24604791875168
"Eye & Appendage Diseases","RR","North",2019,-9.58894685601054,-9.99430328938248,-9.19452272894434
"Eye & Appendage Diseases","RR","North",2020,-9.42613612405865,-9.81184380686652,-9.04627554872778
"Eye & Appendage Diseases","RR","North",2021,-9.47722377263703,-9.8547784370981,-9.10956872077436
"Eye & Appendage Diseases","RR","North",2022,-9.26281472998388,-9.61098735139114,-8.92121831667692
"Eye & Appendage Diseases","RR","North",2023,-9.2856375084528,-9.64143259526946,-8.93736367183964
"Eye & Appendage Diseases","RR","North",2024,-9.09217149821082,-9.4754461498562,-8.72530417664187
"Eye & Appendage Diseases","RS","South",2010,-7.67659117941772,-7.91770542054766,-7.42351665181949
"Eye & Appendage Diseases","RS","South",2011,-7.76247796941074,-7.98488465632353,-7.53137357621978
"Eye & Appendage Diseases","RS","South",2012,-7.84247765097525,-8.07146413015104,-7.60227710623357
"Eye & Appendage Diseases","RS","South",2013,-7.77756162038697,-8.00609295955501,-7.54500761015465
"Eye & Appendage Diseases","RS","South",2014,-7.683017258825,-7.9016122126994,-7.45238008595376
"Eye & Appendage Diseases","RS","South",2015,-7.56234245631944,-7.78895392104454,-7.3246150468695
"Eye & Appendage Diseases","RS","South",2016,-7.47749594217548,-7.69521567358624,-7.24882535636879
"Eye & Appendage Diseases","RS","South",2017,-7.35676080622969,-7.57845641881603,-7.12289639183335
"Eye & Appendage Diseases","RS","South",2018,-7.40433823213432,-7.62978514404512,-7.17076194236119
"Eye & Appendage Diseases","RS","South",2019,-7.38286547042441,-7.59885686689395,-7.15309712867918
"Eye & Appendage Diseases","RS","South",2020,-7.69418868088978,-7.92947453754103,-7.45472551681547
"Eye & Appendage Diseases","RS","South",2021,-7.50776152880097,-7.72040462381731,-7.28089510572611
"Eye & Appendage Diseases","RS","South",2022,-7.40744417106871,-7.63332514850258,-7.17320394187604
"Eye & Appendage Diseases","RS","South",2023,-7.45515664325015,-7.68016837510603,-7.22008640885452
"Eye & Appendage Diseases","RS","South",2024,-7.42976305950096,-7.66357698500319,-7.18687782180793
"Eye & Appendage Diseases","SC","South",2010,-8.03416386316687,-8.27951401823005,-7.78206937452927
"Eye & Appendage Diseases","SC","South",2011,-7.99572251262831,-8.21704381285091,-7.76424308695708
"Eye & Appendage Diseases","SC","South",2012,-7.94396402878287,-8.17475695455501,-7.70433074524036
"Eye & Appendage Diseases","SC","South",2013,-7.62163438931635,-7.83902963359722,-7.39340327586631
"Eye & Appendage Diseases","SC","South",2014,-7.63811023132012,-7.869298011262,-7.40150578041793
"Eye & Appendage Diseases","SC","South",2015,-7.70102580631221,-7.92797656606803,-7.46621470296262
"Eye & Appendage Diseases","SC","South",2016,-7.65641103119088,-7.87547977561157,-7.42411334918347
"Eye & Appendage Diseases","SC","South",2017,-7.76837007167453,-7.99303517586796,-7.53394811696835
"Eye & Appendage Diseases","SC","South",2018,-7.80088731225243,-8.02695229541939,-7.56206941086037
"Eye & Appendage Diseases","SC","South",2019,-7.61509434199137,-7.82913318123823,-7.3873129969384
"Eye & Appendage Diseases","SC","South",2020,-7.84185101871502,-8.07107826832171,-7.60030877921947
"Eye & Appendage Diseases","SC","South",2021,-7.76499127288258,-7.99161362600997,-7.52886729514066
"Eye & Appendage Diseases","SC","South",2022,-7.57987473916416,-7.80329439064672,-7.34714567445833
"Eye & Appendage Diseases","SC","South",2023,-7.33422601503905,-7.54796793953596,-7.10385178075957
"Eye & Appendage Diseases","SC","South",2024,-7.0881819340862,-7.31520544330056,-6.84807458981553
"Eye & Appendage Diseases","SE","Northeast",2010,-8.40369293114089,-8.69092106193978,-8.11855422898734
"Eye & Appendage Diseases","SE","Northeast",2011,-7.79782153527038,-8.02173612020418,-7.56494216226088
"Eye & Appendage Diseases","SE","Northeast",2012,-7.79082164021231,-8.02523054029124,-7.5515095640511
"Eye & Appendage Diseases","SE","Northeast",2013,-8.03754572985869,-8.28189880010892,-7.78253224597258
"Eye & Appendage Diseases","SE","Northeast",2014,-8.04416135136782,-8.27576250967154,-7.80659096754719
"Eye & Appendage Diseases","SE","Northeast",2015,-8.17780438591341,-8.4146157863785,-7.93327671284829
"Eye & Appendage Diseases","SE","Northeast",2016,-8.41354408206297,-8.65941059178894,-8.16021470741379
"Eye & Appendage Diseases","SE","Northeast",2017,-8.55948336567919,-8.81780093507421,-8.30193621604026
"Eye & Appendage Diseases","SE","Northeast",2018,-8.31801186352723,-8.55243903407347,-8.07365285724475
"Eye & Appendage Diseases","SE","Northeast",2019,-8.4080041517879,-8.65212217133928,-8.15957485202659
"Eye & Appendage Diseases","SE","Northeast",2020,-8.60556070445338,-8.85634817380396,-8.34318630986874
"Eye & Appendage Diseases","SE","Northeast",2021,-8.3467166556086,-8.57928542981436,-8.102352519605
"Eye & Appendage Diseases","SE","Northeast",2022,-8.29111710654387,-8.52401860092132,-8.04995619347397
"Eye & Appendage Diseases","SE","Northeast",2023,-8.17656112403291,-8.4162351632185,-7.9280136398375
"Eye & Appendage Diseases","SE","Northeast",2024,-8.04184920893922,-8.28659797544573,-7.78856203187365
"Eye & Appendage Diseases","SP","Southeast",2010,-7.01395124413171,-7.25053769971577,-6.75957576437054
"Eye & Appendage Diseases","SP","Southeast",2011,-6.97824601107387,-7.198496955578,-6.74326691304624
"Eye & Appendage Diseases","SP","Southeast",2012,-6.93432562857564,-7.1578857850018,-6.70295132418695
"Eye & Appendage Diseases","SP","Southeast",2013,-6.8756720248683,-7.09473602236273,-6.6523447233495
"Eye & Appendage Diseases","SP","Southeast",2014,-6.85268359058807,-7.07091131263674,-6.62864674521508
"Eye & Appendage Diseases","SP","Southeast",2015,-6.85790924617823,-7.07704172087595,-6.62855860964529
"Eye & Appendage Diseases","SP","Southeast",2016,-6.79227574649441,-7.01394434659624,-6.55487287064989
"Eye & Appendage Diseases","SP","Southeast",2017,-6.76966039072988,-6.98782323034611,-6.54365719646475
"Eye & Appendage Diseases","SP","Southeast",2018,-6.71862746010774,-6.93662814486118,-6.49102533856344
"Eye & Appendage Diseases","SP","Southeast",2019,-6.73715130119563,-6.96374153510872,-6.5069117610693
"Eye & Appendage Diseases","SP","Southeast",2020,-7.09129368800236,-7.31462544718338,-6.85378930203543
"Eye & Appendage Diseases","SP","Southeast",2021,-7.12718867103865,-7.35555594884234,-6.8850224752093
"Eye & Appendage Diseases","SP","Southeast",2022,-6.80628426486915,-7.02069232753569,-6.58576847345715
"Eye & Appendage Diseases","SP","Southeast",2023,-6.71072698589707,-6.9342388069253,-6.48219286646345
"Eye & Appendage Diseases","SP","Southeast",2024,-6.51875319287552,-6.73958966380698,-6.28120081732304
"Eye & Appendage Diseases","TO","North",2010,-7.2259673335716,-7.48412089008713,-6.95805999295525
"Eye & Appendage Diseases","TO","North",2011,-7.055387853932,-7.29364112950683,-6.81281765501427
"Eye & Appendage Diseases","TO","North",2012,-6.61170435257612,-6.83342316900437,-6.37897281559287
"Eye & Appendage Diseases","TO","North",2013,-6.53672984400144,-6.76285752240942,-6.30352293544438
"Eye & Appendage Diseases","TO","North",2014,-6.83477679761358,-7.05184453786423,-6.60903527223135
"Eye & Appendage Diseases","TO","North",2015,-7.58765207381199,-7.81993057515361,-7.34672131371982
"Eye & Appendage Diseases","TO","North",2016,-8.6256524970652,-8.91325642462605,-8.337954766278
"Eye & Appendage Diseases","TO","North",2017,-8.4394370859869,-8.68530589094675,-8.18657664963309
"Eye & Appendage Diseases","TO","North",2018,-9.27233401378855,-9.58608239165202,-8.96652785434962
"Eye & Appendage Diseases","TO","North",2019,-9.3587172820298,-9.66929897103879,-9.05664188830819
"Eye & Appendage Diseases","TO","North",2020,-9.37702289175368,-9.66555244532823,-9.09011842511494
"Eye & Appendage Diseases","TO","North",2021,-9.55332057026758,-9.86370039771569,-9.24508412354043
"Eye & Appendage Diseases","TO","North",2022,-9.29203488329546,-9.58387024076795,-8.99980724955817
"Eye & Appendage Diseases","TO","North",2023,-8.91802571548731,-9.19627337352617,-8.63509251149022
"Eye & Appendage Diseases","TO","North",2024,-8.46201520041802,-8.73308645897382,-8.18343450046233
