"scope","year","mean_rate","lo_80","hi_80","lo_95","hi_95","is_forecast","disease","disease_label"
"National",2010,126.887599083134,122.600772335584,131.503870070099,120.420445475653,134.144414571028,FALSE,"retina","Retinopathy"
"National",2011,131.820566857198,127.584306210524,136.401973851387,125.65106584027,138.723875130559,FALSE,"retina","Retinopathy"
"National",2012,136.324792417856,132.141705646083,140.555087342795,129.928606015401,143.184496536351,FALSE,"retina","Retinopathy"
"National",2013,139.799225119961,135.462188974253,144.571009886101,133.226320240778,147.687530144592,FALSE,"retina","Retinopathy"
"National",2014,142.366262533589,137.277249667906,147.196488000407,135.370214983848,150.209883034392,FALSE,"retina","Retinopathy"
"National",2015,144.783118937203,140.159619520604,149.590447074189,138.284163360909,153.291613231289,FALSE,"retina","Retinopathy"
"National",2016,151.439680015789,146.331432726154,156.617629576089,143.463597146115,158.799113492607,FALSE,"retina","Retinopathy"
"National",2017,164.10766407023,159.172344238133,169.090521753802,156.215881758913,172.552637210417,FALSE,"retina","Retinopathy"
"National",2018,184.282111543104,178.341231008558,189.909414988807,175.880371994389,192.989266550819,FALSE,"retina","Retinopathy"
"National",2019,197.725577885885,191.67259156166,204.131432855914,188.933145766468,207.636204589746,FALSE,"retina","Retinopathy"
"National",2020,160.717475004066,155.934015939556,165.88878734931,152.792186273204,168.353300506316,FALSE,"retina","Retinopathy"
"National",2021,193.274683083662,188.189145548746,198.802523246745,184.500118513198,201.744253289052,FALSE,"retina","Retinopathy"
"National",2022,231.868212211907,225.664299620861,238.003906886027,222.48050981979,242.048421830593,FALSE,"retina","Retinopathy"
"National",2023,263.780883909558,256.610730793392,271.428039815722,253.234728541671,274.71558638511,FALSE,"retina","Retinopathy"
"National",2024,292.856298685804,284.083669498995,301.792229919496,280.141440946456,304.825923577205,FALSE,"retina","Retinopathy"
"National",2025,305.179515768458,246.294830088365,369.622201349945,220.647381667901,427.928216175683,TRUE,"retina","Retinopathy"
"National",2026,345.570963749687,249.844456420355,452.058900382444,226.828903669418,565.035433266665,TRUE,"retina","Retinopathy"
"National",2027,395.71006476588,261.543392878025,546.834345129894,227.150753234203,680.31642386458,TRUE,"retina","Retinopathy"
"National",2028,455.59051821395,273.863279225814,694.568891421694,230.256766027776,873.545921127035,TRUE,"retina","Retinopathy"
"National",2029,522.764492629782,291.030518737608,823.317755812794,225.843880493673,1132.18958195009,TRUE,"retina","Retinopathy"
"National",2030,610.432623444163,313.945110428559,1005.0810356006,239.971536919602,1426.95125561004,TRUE,"retina","Retinopathy"
"National",2031,690.090968301635,321.590590151398,1148.78969836415,272.06338242472,1814.17579094831,TRUE,"retina","Retinopathy"
"National",2032,779.256680197013,347.051723623133,1346.30542773043,262.099702244036,2053.27270853525,TRUE,"retina","Retinopathy"
"National",2033,910.68771769368,372.941296797452,1598.48993097537,275.050760950954,2766.05873374784,TRUE,"retina","Retinopathy"
"National",2034,1026.15054567439,414.019287313885,1902.88573067823,309.702245525388,3416.74823148977,TRUE,"retina","Retinopathy"
"National",2035,1226.28349281075,416.395153146915,2281.51539088156,313.82440594536,4927.41892253412,TRUE,"retina","Retinopathy"
"National",2036,1358.76712810142,453.69285902359,2587.32590470166,320.617658781983,5739.31437622894,TRUE,"retina","Retinopathy"
