"scope","year","mean_rate","lo_80","hi_80","lo_95","hi_95","is_forecast","disease","disease_label"
"South",2010,17.6582144654265,15.8163985366487,19.6048716136321,15.1466362907203,20.7059580531437,FALSE,"glaucoma","Glaucoma"
"South",2011,16.6872146264884,15.0338614849641,18.3963940439693,14.2503330501775,19.4633845830586,FALSE,"glaucoma","Glaucoma"
"South",2012,16.6356997009021,14.9517801607006,18.429383899107,14.0890743190366,19.5278701378447,FALSE,"glaucoma","Glaucoma"
"South",2013,19.4809802280776,17.4677323703112,21.5899076625307,16.827868081658,22.8393697641594,FALSE,"glaucoma","Glaucoma"
"South",2014,25.1673683781855,22.5813348848647,27.7308666974673,21.3058313772214,29.279631488579,FALSE,"glaucoma","Glaucoma"
"South",2015,26.5377627498832,23.9045601685417,29.2762628445399,22.5369859460998,31.0222618530225,FALSE,"glaucoma","Glaucoma"
"South",2016,35.6053988835384,32.0733105174168,38.9221126636978,30.4654784189882,41.8379904224869,FALSE,"glaucoma","Glaucoma"
"South",2017,44.8092772590487,40.8282718651559,49.3341205814442,39.0924885310568,51.7112470710947,FALSE,"glaucoma","Glaucoma"
"South",2018,59.452982730988,53.9067684850823,65.091602515427,51.6615728753939,69.2060243245254,FALSE,"glaucoma","Glaucoma"
"South",2019,57.6792109452937,52.6835238934464,62.9084955146931,50.0311215098124,67.0909441364336,FALSE,"glaucoma","Glaucoma"
"South",2020,42.9244051781309,39.1902658563864,46.9177255199402,36.831468596027,49.4638547860686,FALSE,"glaucoma","Glaucoma"
"South",2021,50.2151768440587,45.8917302996691,54.6864964446409,43.7914513215951,57.3129312041626,FALSE,"glaucoma","Glaucoma"
"South",2022,47.7517324223151,43.6442942459175,51.809043107929,41.5382399363174,54.6249816327476,FALSE,"glaucoma","Glaucoma"
"South",2023,59.7953498831517,54.6571800695018,65.2603596424904,52.6412324260673,67.9106955338749,FALSE,"glaucoma","Glaucoma"
"South",2024,52.291221213315,47.582034813626,56.8004807890531,44.9247746179512,60.3339771357352,FALSE,"glaucoma","Glaucoma"
"South",2025,50.5246442190836,31.8730918884753,71.676221445013,26.3643026137635,88.0335401460856,TRUE,"glaucoma","Glaucoma"
"South",2026,57.7296613536444,28.7388542449253,92.1347853182819,22.223366928052,125.201798335975,TRUE,"glaucoma","Glaucoma"
"South",2027,68.2597387333874,27.9116090807966,114.179037873774,20.955745493592,194.539457226138,TRUE,"glaucoma","Glaucoma"
"South",2028,76.1559411232407,28.1210005403424,131.898339392143,19.0232574230939,283.842324209718,TRUE,"glaucoma","Glaucoma"
"South",2029,85.8922285318993,26.7877729446564,167.313315866737,20.4628248504786,289.348278614057,TRUE,"glaucoma","Glaucoma"
"South",2030,97.1015814857326,26.5495314895017,195.659486986358,18.9253729528581,328.788554753662,TRUE,"glaucoma","Glaucoma"
"South",2031,119.798133904773,25.5964279795992,254.943106460134,18.0960236254273,404.337286137762,TRUE,"glaucoma","Glaucoma"
"South",2032,128.316526247343,25.4543316808773,264.795717724513,16.0489384436625,503.301749823097,TRUE,"glaucoma","Glaucoma"
"South",2033,150.242193406797,26.1729228010629,320.193003122271,14.6622693636329,591.7560001112,TRUE,"glaucoma","Glaucoma"
"South",2034,171.614812708006,25.0610083913854,387.554332207485,14.4392328617588,755.368286670769,TRUE,"glaucoma","Glaucoma"
"South",2035,201.212716088254,26.5136077847763,415.842147139321,13.8138799851694,949.634459155599,TRUE,"glaucoma","Glaucoma"
"South",2036,221.122380983825,25.6746284198636,517.62426912168,13.1746934516827,944.483191417459,TRUE,"glaucoma","Glaucoma"
