"scope","year","mean_rate","lo_80","hi_80","lo_95","hi_95","is_forecast","disease","disease_label"
"Northeast",2010,116.166942455725,111.088087500453,121.492879435608,108.194910607233,124.362101496805,FALSE,"retina","Retinopathy"
"Northeast",2011,121.655820326759,116.231460477406,126.970963103246,113.987206511434,129.681390091967,FALSE,"retina","Retinopathy"
"Northeast",2012,138.206335806361,131.962214539333,144.52663275713,128.856145870137,147.376178828732,FALSE,"retina","Retinopathy"
"Northeast",2013,124.922335462907,119.148839700268,130.778808568533,116.192911594896,132.914997355203,FALSE,"retina","Retinopathy"
"Northeast",2014,128.301186461873,123.282413249372,133.353743542896,120.98652335249,136.98242039384,FALSE,"retina","Retinopathy"
"Northeast",2015,109.971220285935,105.342917112637,114.765834107268,103.319848998115,117.859843201513,FALSE,"retina","Retinopathy"
"Northeast",2016,111.481835539524,106.463239914017,117.104442362054,104.291546326392,119.811559488202,FALSE,"retina","Retinopathy"
"Northeast",2017,117.097923491613,112.154547330888,122.21513823093,109.393331039825,124.572849264475,FALSE,"retina","Retinopathy"
"Northeast",2018,137.620662002973,131.485385942312,144.035672594286,128.476605984856,148.322382734566,FALSE,"retina","Retinopathy"
"Northeast",2019,145.571461061954,138.300571675659,152.880557655114,134.775761050937,157.079463031338,FALSE,"retina","Retinopathy"
"Northeast",2020,115.164835876149,109.691379985518,120.769027575555,107.132588260369,124.295483561514,FALSE,"retina","Retinopathy"
"Northeast",2021,158.98438004169,151.748884787048,166.137681856175,148.476528929038,170.260104296992,FALSE,"retina","Retinopathy"
"Northeast",2022,176.058933176125,168.133640363966,183.714101824083,164.600357974962,188.545310066972,FALSE,"retina","Retinopathy"
"Northeast",2023,207.786864571267,198.386373771221,216.481185156385,194.035922684119,222.553230618635,FALSE,"retina","Retinopathy"
"Northeast",2024,236.803432215923,225.676650164302,248.011233544888,220.279250874996,253.599612591115,FALSE,"retina","Retinopathy"
"Northeast",2025,243.758206062372,174.405250840505,327.219424020414,144.735487819291,383.79332551316,TRUE,"retina","Retinopathy"
"Northeast",2026,277.388800521736,172.629400549845,399.807406338005,140.208628060682,526.250344005483,TRUE,"retina","Retinopathy"
"Northeast",2027,319.901160251741,173.563667777119,500.019714461949,131.268798030893,736.598929724851,TRUE,"retina","Retinopathy"
"Northeast",2028,370.612196363975,177.389276483121,627.603931230841,131.181145480431,939.480618366203,TRUE,"retina","Retinopathy"
"Northeast",2029,425.152705845866,181.900297239322,700.996453839267,125.073056520002,1114.11829907969,TRUE,"retina","Retinopathy"
"Northeast",2030,499.902567378653,186.971191727817,894.194037492387,125.332538900881,1528.86158814597,TRUE,"retina","Retinopathy"
"Northeast",2031,544.25290436305,186.568686629072,923.006478580373,119.718619881176,1528.33021445509,TRUE,"retina","Retinopathy"
"Northeast",2032,610.460242041774,187.158248126875,1145.5149061451,114.94534792268,1738.15538507832,TRUE,"retina","Retinopathy"
"Northeast",2033,700.227388519785,194.864789102618,1293.25739915034,124.084639279408,2356.09168663384,TRUE,"retina","Retinopathy"
"Northeast",2034,812.35736133327,195.459135403172,1468.50367463233,122.10492641667,2746.19367470926,TRUE,"retina","Retinopathy"
"Northeast",2035,965.984136311857,208.622290607377,1856.15117239352,123.479881062212,3878.77658187226,TRUE,"retina","Retinopathy"
"Northeast",2036,1140.64957436136,209.265061758392,2220.2339195501,120.885264964891,5079.70656998158,TRUE,"retina","Retinopathy"
