"scope","year","mean_rate","lo_80","hi_80","lo_95","hi_95","is_forecast","disease","disease_label"
"Southeast",2010,698.331284220404,626.668680120957,768.293090535009,594.515209201187,824.163444324641,FALSE,"eye","Eye & Appendage Diseases"
"Southeast",2011,757.063777840573,688.262984827521,833.621210955484,642.475007330264,885.884552289953,FALSE,"eye","Eye & Appendage Diseases"
"Southeast",2012,787.266602629442,714.090201808138,861.97904217918,678.425896905869,909.354767112234,FALSE,"eye","Eye & Appendage Diseases"
"Southeast",2013,802.070939665066,723.794766230464,881.502524990962,695.841690632223,942.821539155289,FALSE,"eye","Eye & Appendage Diseases"
"Southeast",2014,810.308063952491,727.005281188037,897.359377425623,693.169629676961,961.313084283386,FALSE,"eye","Eye & Appendage Diseases"
"Southeast",2015,799.321529458004,715.138501984927,888.91937054408,692.635427001935,931.151201516378,FALSE,"eye","Eye & Appendage Diseases"
"Southeast",2016,832.884729390531,745.234279993623,927.637513579551,718.859388957829,994.200888567882,FALSE,"eye","Eye & Appendage Diseases"
"Southeast",2017,876.32552732097,784.283614503612,973.300487195526,741.978216616757,1033.23836796663,FALSE,"eye","Eye & Appendage Diseases"
"Southeast",2018,977.109206338626,876.522661235427,1079.29777793941,837.997557232922,1155.65517386457,FALSE,"eye","Eye & Appendage Diseases"
"Southeast",2019,962.482524717456,864.870153964253,1070.35305875917,824.463992890418,1127.85132173383,FALSE,"eye","Eye & Appendage Diseases"
"Southeast",2020,664.390421078717,592.128627448974,735.836709717852,559.255620576606,782.757802358944,FALSE,"eye","Eye & Appendage Diseases"
"Southeast",2021,720.024179296168,654.307829539813,797.075052228824,620.525423284704,860.198176118088,FALSE,"eye","Eye & Appendage Diseases"
"Southeast",2022,1019.57042894988,917.942369750542,1131.02189145701,870.229808936117,1184.32445889569,FALSE,"eye","Eye & Appendage Diseases"
"Southeast",2023,1180.49308305729,1061.45431528939,1301.1868198139,1013.34890498321,1377.67622375615,FALSE,"eye","Eye & Appendage Diseases"
"Southeast",2024,1492.61964172465,1348.21257803753,1653.39212314834,1296.29384393925,1723.95913257238,FALSE,"eye","Eye & Appendage Diseases"
"Southeast",2025,1404.45956970746,992.904256915519,1859.35241975231,874.176680642131,2211.58768324088,TRUE,"eye","Eye & Appendage Diseases"
"Southeast",2026,1503.88726166076,933.86125733597,2194.87107028668,757.677397084417,2712.77689525152,TRUE,"eye","Eye & Appendage Diseases"
"Southeast",2027,1600.77723196952,889.783737471678,2501.55348133178,717.590276472214,3239.46660445021,TRUE,"eye","Eye & Appendage Diseases"
"Southeast",2028,1742.74781571121,854.35896029065,2917.73983432012,631.908915190932,3666.58972785705,TRUE,"eye","Eye & Appendage Diseases"
"Southeast",2029,1835.85900343559,821.994123733585,3153.58826218688,599.485774416866,4499.127827325,TRUE,"eye","Eye & Appendage Diseases"
"Southeast",2030,1966.5867808075,846.542037848549,3409.24350302982,599.454143495976,5070.62257863315,TRUE,"eye","Eye & Appendage Diseases"
"Southeast",2031,2085.9768722975,864.145389677292,3892.54311980256,565.504136827193,5974.17913034874,TRUE,"eye","Eye & Appendage Diseases"
"Southeast",2032,2227.64322203091,865.717922140693,4109.63366491044,592.905000973755,6516.27248197579,TRUE,"eye","Eye & Appendage Diseases"
"Southeast",2033,2445.78537408356,842.461444382597,4550.37321223078,600.04008165673,8065.13892400036,TRUE,"eye","Eye & Appendage Diseases"
"Southeast",2034,2621.12970571882,849.079513999697,5104.33655985673,635.884991567975,8546.54205814998,TRUE,"eye","Eye & Appendage Diseases"
"Southeast",2035,2845.41131375541,837.490212761854,5791.67147449235,572.312148470801,9697.83142000621,TRUE,"eye","Eye & Appendage Diseases"
"Southeast",2036,3090.26266886584,847.308494362393,6222.94906836559,532.295462529078,9988.29981029899,TRUE,"eye","Eye & Appendage Diseases"
