"scope","year","mean_rate","lo_80","hi_80","lo_95","hi_95","is_forecast","disease","disease_label"
"South",2010,466.917419906221,421.845668549481,519.106277169998,402.200811181503,553.890228032391,FALSE,"eye","Eye & Appendage Diseases"
"South",2011,449.812832790943,409.572252701024,493.509031195099,386.603072209333,521.212829753405,FALSE,"eye","Eye & Appendage Diseases"
"South",2012,435.272026656586,395.080766704125,478.571810878338,373.79470125826,502.985934532834,FALSE,"eye","Eye & Appendage Diseases"
"South",2013,503.28513088857,460.273624341761,547.890186945471,438.714758355979,575.50481471583,FALSE,"eye","Eye & Appendage Diseases"
"South",2014,525.32262686197,480.348371011151,572.87738490533,461.628533721584,594.910829570385,FALSE,"eye","Eye & Appendage Diseases"
"South",2015,558.759080333374,511.121389553676,611.890715111081,497.262900396472,636.458751683835,FALSE,"eye","Eye & Appendage Diseases"
"South",2016,633.897250955721,583.082040041896,687.527922752899,553.776060365104,713.767872699868,FALSE,"eye","Eye & Appendage Diseases"
"South",2017,671.064210758796,609.193008024591,734.199958310312,579.097632568221,772.286709542048,FALSE,"eye","Eye & Appendage Diseases"
"South",2018,708.879918989952,648.194036334172,779.809068098237,610.650256815318,823.451011604898,FALSE,"eye","Eye & Appendage Diseases"
"South",2019,766.700203427248,694.336824834029,840.371486369803,662.088521780515,882.573889198474,FALSE,"eye","Eye & Appendage Diseases"
"South",2020,573.748425306155,521.16324015833,625.997906116116,494.96034233541,659.656866594221,FALSE,"eye","Eye & Appendage Diseases"
"South",2021,675.338286807221,611.334259418332,739.867731448515,585.700223906612,787.05338459455,FALSE,"eye","Eye & Appendage Diseases"
"South",2022,816.742490669151,746.215682353776,901.558076661346,717.104656717498,933.697872429194,FALSE,"eye","Eye & Appendage Diseases"
"South",2023,918.983526054758,838.406956970754,1007.22495595302,809.095740134382,1043.63176307797,FALSE,"eye","Eye & Appendage Diseases"
"South",2024,978.918269311197,886.030391041316,1065.46520896228,853.05461807447,1120.39341835834,FALSE,"eye","Eye & Appendage Diseases"
"South",2025,932.961149856751,671.655462626223,1234.58700689764,547.898322797056,1447.56368852726,TRUE,"eye","Eye & Appendage Diseases"
"South",2026,1017.05569568096,629.631652272045,1449.04372266166,528.880398525488,1800.22082417455,TRUE,"eye","Eye & Appendage Diseases"
"South",2027,1096.57243906022,633.327429865548,1667.69411420837,500.704322713763,2115.93865403876,TRUE,"eye","Eye & Appendage Diseases"
"South",2028,1199.82280003852,636.148574439174,1961.25895563869,471.302120630417,2712.62714653941,TRUE,"eye","Eye & Appendage Diseases"
"South",2029,1298.48793764536,617.253980895528,2126.151131741,469.379373194587,3196.19159734512,TRUE,"eye","Eye & Appendage Diseases"
"South",2030,1390.97668269055,615.679805567715,2312.53564878301,430.554963018316,3671.10094614792,TRUE,"eye","Eye & Appendage Diseases"
"South",2031,1504.54814693988,611.298433795441,2538.69033401426,386.155618815414,4392.30984977644,TRUE,"eye","Eye & Appendage Diseases"
"South",2032,1656.78732002014,593.640658765205,2945.96867086744,366.474378702055,5298.78028511936,TRUE,"eye","Eye & Appendage Diseases"
"South",2033,1820.5523148614,583.954852736836,3481.03708179746,388.797273854237,5977.66719022643,TRUE,"eye","Eye & Appendage Diseases"
"South",2034,1949.1045784503,585.562773505137,3835.6726365309,353.848349606987,6689.65148983537,TRUE,"eye","Eye & Appendage Diseases"
"South",2035,2193.86965447981,554.342659179728,4674.10024304773,324.775776589552,8347.65040903499,TRUE,"eye","Eye & Appendage Diseases"
"South",2036,2361.57738727279,566.043086688074,4902.31669491355,338.02552512094,9366.1024745081,TRUE,"eye","Eye & Appendage Diseases"
